Name,Season,Injury,From date,Till date,Days missed
Justin Kluivert,22/23,Hamstring injury,"Apr 9, 2023","May 5, 2023",26 days
Justin Kluivert,22/23,unknown injury,"Jan 31, 2023","Feb 7, 2023",7 days
Justin Kluivert,21/22,Hamstring injury,"Sep 25, 2021","Nov 8, 2021",44 days
Justin Kluivert,21/22,Hamstring strain,"Aug 29, 2021","Sep 13, 2021",15 days
Justin Kluivert,20/21,Ankle injury,"Jan 31, 2021","Feb 9, 2021",9 days
Justin Kluivert,20/21,Calf injury,"Dec 17, 2020","Jan 11, 2021",25 days
Justin Kluivert,19/20,Hamstring injury,"Dec 2, 2019","Jan 14, 2020",43 days
Justin Kluivert,18/19,Adductor injury,"Apr 27, 2019","May 4, 2019",7 days
Justin Kluivert,18/19,Muscle injury,"Oct 20, 2018","Nov 2, 2018",13 days
Justin Kluivert,17/18,Muscle injury,"Aug 24, 2017","Sep 7, 2017",14 days
Tyler Adams,22/23,Hamstring injury,"Mar 15, 2023","Jun 7, 2023",84 days
Tyler Adams,21/22,Thigh problems,"Apr 1, 2022","Apr 8, 2022",7 days
Tyler Adams,21/22,muscular problems,"Sep 24, 2021","Sep 30, 2021",6 days
Tyler Adams,20/21,Back problems,"May 3, 2021","May 31, 2021",28 days
Tyler Adams,20/21,Inner ligament injury,"Oct 24, 2020","Oct 25, 2020",1 days
Tyler Adams,19/20,Torn muscle fiber,"Feb 12, 2020","Feb 24, 2020",12 days
Tyler Adams,19/20,Adductor pain,"Dec 10, 2019","Dec 20, 2019",10 days
Tyler Adams,19/20,Fitness,"Sep 12, 2019","Oct 19, 2019",37 days
Tyler Adams,18/19,Adductor pain,"Jun 12, 2019","Sep 11, 2019",91 days
Tyler Adams,18/19,Adductor pain,"Apr 1, 2019","May 12, 2019",41 days
Tyler Adams,18/19,Back injury,"Sep 25, 2018","Oct 17, 2018",22 days
David Brooks,22/23,Fitness,"Dec 19, 2022","Mar 8, 2023",79 days
David Brooks,22/23,Hamstring injury,"Aug 20, 2022","Dec 18, 2022",120 days
David Brooks,21/22,Lymphatic cancer,"Oct 6, 2021","May 10, 2022",216 days
David Brooks,21/22,unknown injury,"Aug 31, 2021","Sep 8, 2021",8 days
David Brooks,20/21,Ankle injury,"Feb 17, 2021","Apr 3, 2021",45 days
David Brooks,20/21,Knock,"Oct 12, 2020","Oct 29, 2020",17 days
David Brooks,20/21,Ankle injury,"Sep 20, 2020","Sep 28, 2020",8 days
David Brooks,19/20,Calf injury,"Jul 10, 2020","Jul 11, 2020",1 days
David Brooks,19/20,Ankle surgery,"Jul 31, 2019","Jun 19, 2020",324 days
David Brooks,18/19,Ankle injury,"May 1, 2019","May 30, 2019",29 days
David Brooks,18/19,Calf strain,"Mar 10, 2019","Mar 15, 2019",5 days
David Brooks,18/19,Ankle injury,"Jan 31, 2019","Feb 26, 2019",26 days
David Brooks,18/19,Ankle injury,"Jan 30, 2019","Feb 27, 2019",28 days
Ryan Christie,21/22,unknown injury,"Aug 15, 2021","Aug 18, 2021",3 days
Ryan Christie,20/21,Quarantine,"Jan 9, 2021","Jan 19, 2021",10 days
Ryan Christie,20/21,Quarantine,"Oct 8, 2020","Oct 22, 2020",14 days
Ryan Christie,19/20,Knock,"Feb 24, 2020","Feb 29, 2020",5 days
Ryan Christie,19/20,Groin surgery,"Dec 29, 2019","Jan 17, 2020",19 days
Ryan Christie,18/19,Facial fracture,"Apr 14, 2019","May 21, 2019",37 days
Ryan Christie,18/19,Hamstring strain,"Feb 24, 2019","Mar 31, 2019",35 days
Ryan Christie,18/19,Knee injury,"Dec 13, 2018","Dec 21, 2018",8 days
Ryan Christie,15/16,Knee injury,"Nov 7, 2015","Jan 31, 2016",85 days
Neto,23/24,Ankle injury,"Oct 27, 2023","Nov 24, 2023",28 days
Neto,22/23,Fitness,"Dec 19, 2022","Jan 13, 2023",25 days
Neto,22/23,Hamstring injury,"Oct 24, 2022","Dec 18, 2022",55 days
Neto,21/22,cold,"Nov 5, 2021","Nov 8, 2021",3 days
Neto,20/21,ankle sprain,"Mar 22, 2021","Apr 24, 2021",33 days
Neto,19/20,ankle sprain,"Jan 23, 2020","Feb 14, 2020",22 days
Neto,19/20,Hand injury,"Aug 11, 2019","Sep 17, 2019",37 days
Neto,18/19,Back injury,"Mar 15, 2019","Mar 29, 2019",14 days
Neto,15/16,unknown injury,"Apr 16, 2016","May 2, 2016",16 days
Neto,13/14,unknown injury,"May 4, 2014","Jul 1, 2014",58 days
Marcos Senesi,21/22,Ill,"Oct 20, 2021","Oct 23, 2021",3 days
Marcos Senesi,21/22,Groin injury,"Oct 3, 2021","Oct 15, 2021",12 days
Marcos Senesi,21/22,Groin injury,"Aug 22, 2021","Sep 12, 2021",21 days
Marcos Senesi,20/21,Quarantine,"Apr 2, 2021","Apr 6, 2021",4 days
Marcos Senesi,19/20,Arm injury,"Nov 10, 2019","Nov 20, 2019",10 days
Dominic Solanke,22/23,Knee injury,"Jan 13, 2023","Feb 6, 2023",24 days
Dominic Solanke,20/21,Ankle injury,"Feb 3, 2021","Feb 25, 2021",22 days
Dominic Solanke,18/19,Hamstring injury,"Apr 28, 2019","May 31, 2019",33 days
Dominic Solanke,18/19,Muscle strain,"Feb 24, 2019","Mar 8, 2019",12 days
Dominic Solanke,18/19,Hamstring injury,"Dec 23, 2018","Jan 30, 2019",38 days
Dominic Solanke,18/19,Groin strain,"Nov 25, 2018","Jan 29, 2019",65 days
Dominic Solanke,18/19,concussion,"Sep 16, 2018","Sep 25, 2018",9 days
Dominic Solanke,15/16,Achilles tendon problems,"Feb 4, 2016","Mar 14, 2016",39 days
Philip Billing,20/21,Groin injury,"Mar 3, 2021","Mar 13, 2021",10 days
Philip Billing,19/20,Ankle injury,"Jun 6, 2020","Jun 23, 2020",17 days
Philip Billing,19/20,Back injury,"Jan 23, 2020","Jan 31, 2020",8 days
Philip Billing,18/19,Back injury,"Mar 28, 2019","May 31, 2019",64 days
Philip Billing,18/19,Knee injury,"Jan 13, 2019","Feb 1, 2019",19 days
Philip Billing,18/19,Knock,"Oct 13, 2018","Oct 19, 2018",6 days
Philip Billing,17/18,Ankle surgery,"Oct 14, 2017","Jan 13, 2018",91 days
Lewis Cook,22/23,Knee injury,"Jan 14, 2023","Apr 1, 2023",77 days
Lewis Cook,22/23,Knee injury,"Jan 14, 2023","Jan 14, 2023",0 days
Lewis Cook,20/21,Cruciate ligament tear,"Mar 7, 2021","Oct 29, 2021",236 days
Lewis Cook,18/19,Cruciate ligament tear,"Dec 6, 2018","Sep 14, 2019",282 days
Lewis Cook,16/17,Ankle injury,"Aug 16, 2016","Mar 13, 2017",209 days
Romain Faivre,22/23,Knee problems,"Apr 12, 2023","Apr 20, 2023",8 days
Romain Faivre,22/23,Dead leg,"Sep 30, 2022","Oct 8, 2022",8 days
Romain Faivre,22/23,unknown injury,"Aug 1, 2022","Aug 15, 2022",14 days
Chris Mepham,23/24,Muscle injury,"Sep 28, 2023","Oct 14, 2023",16 days
Chris Mepham,22/23,Thigh problems,"Apr 28, 2023","May 6, 2023",8 days
Chris Mepham,20/21,Rest,"Sep 23, 2020","Sep 25, 2020",2 days
Chris Mepham,20/21,muscular problems,"Sep 13, 2020","Sep 16, 2020",3 days
Chris Mepham,20/21,Knee injury,"Jul 2, 2020","Aug 31, 2020",60 days
Chris Mepham,19/20,Knee injury,"Jan 5, 2020","May 19, 2020",135 days
Chris Mepham,19/20,Calf injury,"Sep 29, 2019","Oct 18, 2019",19 days
Chris Mepham,19/20,Knock,"Sep 11, 2019","Sep 14, 2019",3 days
Dango Ouattara,21/22,Corona virus,"Jan 8, 2022","Jan 15, 2022",7 days
Adam Smith,21/22,Knee injury,"Dec 10, 2021","Feb 14, 2022",66 days
Adam Smith,21/22,Knee injury,"Oct 11, 2021","Dec 1, 2021",51 days
Adam Smith,21/22,Knee injury,"Aug 10, 2021","Sep 3, 2021",24 days
Adam Smith,20/21,Knee bruise,"Oct 22, 2020","Oct 26, 2020",4 days
Adam Smith,20/21,Rest,"Sep 14, 2020","Sep 16, 2020",2 days
Adam Smith,20/21,Head injury,"Jul 10, 2020","Jul 25, 2020",15 days
Adam Smith,19/20,Ankle injury,"Dec 3, 2019","Jan 18, 2020",46 days
Adam Smith,19/20,Ill,"Nov 24, 2019","Dec 2, 2019",8 days
Adam Smith,19/20,Muscle strain,"Sep 1, 2019","Oct 18, 2019",47 days
Adam Smith,18/19,Knock,"Apr 14, 2019","May 3, 2019",19 days
Adam Smith,18/19,Hamstring injury,"Mar 10, 2019","Apr 5, 2019",26 days
Adam Smith,18/19,Cartilage damage,"Nov 10, 2018","Jan 11, 2019",62 days
Adam Smith,17/18,Knee injury,"Mar 17, 2018","May 20, 2018",64 days
Adam Smith,15/16,Inguinal hernia,"Apr 2, 2016","Jul 1, 2016",90 days
Marcus Tavernier,22/23,Hamstring injury,"Apr 28, 2023","Jun 28, 2023",61 days
Marcus Tavernier,22/23,Hamstring injury,"Feb 24, 2023","Mar 20, 2023",24 days
Marcus Tavernier,22/23,Hamstring injury,"Nov 13, 2022","Feb 6, 2023",85 days
Ilya Zabarnyi,22/23,Ankle injury,"Feb 10, 2023","Mar 31, 2023",49 days
Ilya Zabarnyi,21/22,Corona virus,"Jan 16, 2022","Jan 28, 2022",12 days
Ilya Zabarnyi,20/21,unknown injury,"Feb 12, 2021","Feb 17, 2021",5 days
Kieffer Moore,21/22,Broken foot,"Feb 9, 2022","Apr 24, 2022",74 days
Kieffer Moore,21/22,Corona virus,"Aug 31, 2021","Sep 10, 2021",10 days
Kieffer Moore,20/21,unknown injury,"Dec 13, 2020","Dec 31, 2020",18 days
Kieffer Moore,18/19,Head injury,"Feb 9, 2019","Apr 19, 2019",69 days
James Hill,23/24,Ankle injury,"Jan 25, 2024","Mar 11, 2024",46 days
James Hill,22/23,concussion,"Jan 22, 2023","Jan 30, 2023",8 days
James Hill,21/22,Knee injury,"Nov 10, 2021","May 2, 2022",173 days
Kai Havertz,22/23,Knee injury,"Apr 24, 2023","May 1, 2023",7 days
Kai Havertz,22/23,influenza,"Mar 26, 2023","Mar 29, 2023",3 days
Kai Havertz,21/22,Corona virus,"Dec 15, 2021","Dec 28, 2021",13 days
Kai Havertz,21/22,cold,"Sep 3, 2021","Sep 6, 2021",3 days
Kai Havertz,20/21,Knock,"Feb 1, 2021","Feb 20, 2021",19 days
Kai Havertz,20/21,Corona virus,"Nov 3, 2020","Nov 22, 2020",19 days
Kai Havertz,19/20,muscular problems,"Jun 6, 2020","Jun 12, 2020",6 days
Kai Havertz,19/20,Torn muscle fiber,"Nov 11, 2019","Nov 28, 2019",17 days
Kai Havertz,19/20,Ill,"Oct 24, 2019","Oct 26, 2019",2 days
Kai Havertz,18/19,Knee bruise,"Oct 8, 2018","Oct 19, 2018",11 days
Kai Havertz,17/18,Knee problems,"Aug 14, 2017","Aug 24, 2017",10 days
Gabriel Jesus,23/24,Knee injury,"Feb 2, 2024","Feb 24, 2024",22 days
Gabriel Jesus,23/24,Knee injury,"Jan 5, 2024","Jan 18, 2024",13 days
Gabriel Jesus,23/24,Hamstring injury,"Oct 24, 2023","Nov 19, 2023",26 days
Gabriel Jesus,23/24,Knee injury,"Aug 2, 2023","Aug 26, 2023",24 days
Gabriel Jesus,22/23,Knee injury,"Dec 2, 2022","Mar 11, 2023",99 days
Gabriel Jesus,20/21,Corona virus,"Dec 23, 2020","Jan 4, 2021",12 days
Gabriel Jesus,20/21,Knock,"Dec 16, 2020","Dec 20, 2020",4 days
Gabriel Jesus,20/21,Knock,"Sep 22, 2020","Nov 2, 2020",41 days
Gabriel Jesus,19/20,Ill,"Dec 22, 2019","Dec 28, 2019",6 days
Gabriel Jesus,19/20,Hamstring injury,"Aug 18, 2019","Sep 13, 2019",26 days
Gabriel Jesus,18/19,Hamstring injury,"Feb 18, 2019","Mar 2, 2019",12 days
Gabriel Jesus,18/19,Knock,"Dec 23, 2018","Dec 29, 2018",6 days
Gabriel Jesus,18/19,Groin strain,"Nov 25, 2018","Nov 30, 2018",5 days
Gabriel Jesus,17/18,Torn knee ligaments,"Jan 1, 2018","Feb 24, 2018",54 days
Gabriel Jesus,17/18,Fracture of the eye socket,"Jun 10, 2017","Jun 30, 2017",20 days
Martin Odegaard,23/24,Hip problems,"Nov 3, 2023","Nov 22, 2023",19 days
Martin Odegaard,20/21,Ankle injury,"Apr 5, 2021","Apr 20, 2021",15 days
Martin Odegaard,20/21,Knock,"Jan 16, 2021","Jan 29, 2021",13 days
Martin Odegaard,20/21,Muscle injury,"Dec 7, 2020","Dec 20, 2020",13 days
Martin Odegaard,20/21,Calf injury,"Oct 16, 2020","Nov 6, 2020",21 days
Martin Odegaard,20/21,Knee problems,"Sep 1, 2020","Sep 19, 2020",18 days
Martin Odegaard,19/20,Knee problems,"Jan 6, 2020","Jan 16, 2020",10 days
Martin Odegaard,19/20,Heel injury,"Oct 31, 2019","Nov 21, 2019",21 days
Martin Odegaard,18/19,Hand injury,"Sep 27, 2018","Oct 6, 2018",9 days
Martin Odegaard,17/18,Metatarsal fracture,"Apr 2, 2018","Jun 30, 2018",89 days
Martin Odegaard,17/18,Foot injury,"Dec 1, 2017","Jan 1, 2018",31 days
Martin Odegaard,16/17,Knee problems,"Oct 31, 2016","Nov 6, 2016",6 days
Thomas Partey,23/24,Hamstring injury,"Nov 9, 2023","Feb 29, 2024",112 days
Thomas Partey,23/24,Groin injury,"Sep 2, 2023","Oct 3, 2023",31 days
Thomas Partey,22/23,Knock,"Sep 22, 2022","Sep 30, 2022",8 days
Thomas Partey,22/23,Thigh problems,"Aug 25, 2022","Sep 15, 2022",21 days
Thomas Partey,21/22,Knock,"Apr 4, 2022","Jul 25, 2022",112 days
Thomas Partey,21/22,Muscle injury,"Feb 14, 2022","Feb 22, 2022",8 days
Thomas Partey,21/22,Ankle injury,"Jul 29, 2021","Aug 30, 2021",32 days
Thomas Partey,20/21,Hamstring injury,"Feb 4, 2021","Feb 22, 2021",18 days
Thomas Partey,20/21,Hip injury,"Dec 3, 2020","Jan 11, 2021",39 days
Thomas Partey,20/21,Muscle injury,"Nov 9, 2020","Dec 3, 2020",24 days
Thomas Partey,19/20,Hamstring injury,"Sep 9, 2019","Sep 16, 2019",7 days
Thomas Partey,15/16,Hamstring injury,"Feb 8, 2016","Mar 7, 2016",28 days
Bukayo Saka,23/24,unknown injury,"Mar 21, 2024","Apr 6, 2024",16 days
Bukayo Saka,23/24,Thigh problems,"Oct 3, 2023","Oct 21, 2023",18 days
Bukayo Saka,21/22,Dead leg,"Jun 30, 2021","Jul 5, 2021",5 days
Bukayo Saka,20/21,Hip problems,"Jan 28, 2021","Jan 31, 2021",3 days
Bukayo Saka,20/21,Ankle injury,"Dec 30, 2020","Jan 1, 2021",2 days
Bukayo Saka,20/21,Hamstring injury,"Nov 23, 2020","Nov 28, 2020",5 days
Bukayo Saka,19/20,Knee injury,"Feb 3, 2020","Feb 15, 2020",12 days
William Saliba,23/24,Toe injury,"Oct 9, 2023","Oct 19, 2023",10 days
William Saliba,22/23,Back injury,"Mar 16, 2023","Jul 1, 2023",107 days
William Saliba,19/20,Metatarsal fracture,"Nov 4, 2019","Jan 20, 2020",77 days
William Saliba,18/19,Hamstring injury,"May 23, 2019","Sep 28, 2019",128 days
Gabriel Martinelli,23/24,Foot injury,"Mar 5, 2024","Mar 29, 2024",24 days
Gabriel Martinelli,23/24,Hamstring injury,"Sep 17, 2023","Oct 7, 2023",20 days
Gabriel Martinelli,22/23,Ankle injury,"May 14, 2023","Jun 1, 2023",18 days
Gabriel Martinelli,20/21,Ankle injury,"Jan 9, 2021","Jan 17, 2021",8 days
Gabriel Martinelli,20/21,Calf injury,"Dec 24, 2020","Dec 25, 2020",1 days
Gabriel Martinelli,19/20,Knee injury,"Jun 21, 2020","Dec 7, 2020",169 days
Gabriel Martinelli,19/20,Knock,"Feb 20, 2020","Feb 25, 2020",5 days
Gabriel Martinelli,19/20,Hamstring injury,"Dec 23, 2019","Jan 6, 2020",14 days
Ben White,23/24,Knee injury,"Nov 9, 2023","Nov 20, 2023",11 days
Ben White,21/22,Hamstring injury,"Apr 25, 2022","May 15, 2022",20 days
Oleksandr Zinchenko,23/24,Calf problems,"Feb 4, 2024","Mar 8, 2024",33 days
Oleksandr Zinchenko,23/24,Calf problems,"Dec 30, 2023","Jan 18, 2024",19 days
Oleksandr Zinchenko,22/23,Calf muscle tear,"May 7, 2023","Aug 18, 2023",103 days
Oleksandr Zinchenko,22/23,unknown injury,"Apr 14, 2023","Apr 17, 2023",3 days
Oleksandr Zinchenko,22/23,Calf injury,"Sep 16, 2022","Nov 1, 2022",46 days
Oleksandr Zinchenko,22/23,Knee problems,"Aug 26, 2022","Sep 3, 2022",8 days
Oleksandr Zinchenko,21/22,Corona virus,"Jan 1, 2022","Jan 31, 2022",30 days
Oleksandr Zinchenko,21/22,unknown injury,"Sep 17, 2021","Oct 14, 2021",27 days
Oleksandr Zinchenko,21/22,Fitness,"Jul 31, 2021","Aug 8, 2021",8 days
Oleksandr Zinchenko,20/21,Knock,"Dec 2, 2020","Dec 18, 2020",16 days
Oleksandr Zinchenko,20/21,Quarantine,"Nov 18, 2020","Nov 30, 2020",12 days
Oleksandr Zinchenko,20/21,Knock,"Sep 28, 2020","Oct 20, 2020",22 days
Oleksandr Zinchenko,20/21,Muscle injury,"Sep 20, 2020","Sep 25, 2020",5 days
Oleksandr Zinchenko,19/20,muscle stiffness,"Feb 5, 2020","Feb 27, 2020",22 days
Oleksandr Zinchenko,19/20,Knock,"Jan 5, 2020","Jan 19, 2020",14 days
Aaron Ramsdale,19/20,Virus,"May 26, 2020","May 31, 2020",5 days
Aaron Ramsdale,19/20,Knock,"Jan 11, 2020","Jan 17, 2020",6 days
Jorginho,21/22,unknown injury,"May 1, 2022","May 8, 2022",7 days
Jorginho,14/15,Muscle fatigue,"Sep 29, 2014","Oct 6, 2014",7 days
Jorginho,13/14,Fever,"Dec 13, 2013","Dec 16, 2013",3 days
Gabriel Magalhaes,21/22,Knee injury,"Jul 6, 2021","Aug 25, 2021",50 days
Gabriel Magalhaes,20/21,Corona virus,"Dec 26, 2020","Jan 13, 2021",18 days
Gabriel Magalhaes,20/21,Ill,"Aug 1, 2020","Aug 31, 2020",30 days
Gabriel Magalhaes,19/20,Foot injury,"Aug 1, 2019","Aug 25, 2019",24 days
Reiss Nelson,22/23,Thigh problems,"Dec 22, 2022","Feb 12, 2023",52 days
Reiss Nelson,22/23,Thigh problems,"Aug 8, 2022","Oct 3, 2022",56 days
Reiss Nelson,21/22,minor knock,"May 12, 2022","May 26, 2022",14 days
Reiss Nelson,21/22,Knock,"Feb 15, 2022","Mar 7, 2022",20 days
Reiss Nelson,21/22,Corona virus,"Feb 3, 2022","Feb 10, 2022",7 days
Reiss Nelson,21/22,Groin injury,"Sep 9, 2021","Oct 4, 2021",25 days
Reiss Nelson,20/21,Head injury,"Dec 3, 2020","Jan 11, 2021",39 days
Reiss Nelson,20/21,Knee injury,"Oct 29, 2020","Nov 23, 2020",25 days
Reiss Nelson,19/20,Hamstring injury,"Jan 9, 2020","Feb 24, 2020",46 days
Reiss Nelson,19/20,Ankle injury,"Oct 7, 2019","Nov 25, 2019",49 days
Reiss Nelson,18/19,Thigh problems,"Mar 25, 2019","Apr 11, 2019",17 days
Reiss Nelson,18/19,Back problems,"Jan 24, 2019","Jan 31, 2019",7 days
Takehiro Tomiyasu,23/24,Calf injury,"Feb 5, 2024","Mar 20, 2024",44 days
Takehiro Tomiyasu,23/24,Calf injury,"Dec 3, 2023","Dec 30, 2023",27 days
Takehiro Tomiyasu,22/23,Knee surgery,"Mar 16, 2023","Jul 1, 2023",107 days
Takehiro Tomiyasu,21/22,Calf injury,"Feb 20, 2022","Apr 21, 2022",60 days
Takehiro Tomiyasu,20/21,Knee problems,"Jun 9, 2021","Jun 16, 2021",7 days
Takehiro Tomiyasu,20/21,muscular problems,"Apr 3, 2021","May 2, 2021",29 days
Takehiro Tomiyasu,20/21,Calf injury,"Feb 26, 2021","Mar 16, 2021",18 days
Takehiro Tomiyasu,19/20,Hamstring injury,"Jul 22, 2020","Aug 31, 2020",40 days
Takehiro Tomiyasu,19/20,Hamstring muscle injury,"Oct 11, 2019","Nov 16, 2019",36 days
Takehiro Tomiyasu,18/19,Knee bruise,"Nov 17, 2018","Nov 24, 2018",7 days
Jurrien Timber,23/24,Cruciate ligament tear,"Aug 13, 2023","Apr 21, 2024",252 days
Jurrien Timber,22/23,Ill,"Jan 11, 2023","Jan 13, 2023",2 days
Jurrien Timber,22/23,Knock,"Jul 15, 2022","Jul 22, 2022",7 days
Jurrien Timber,21/22,Knock,"Mar 23, 2022","Apr 1, 2022",9 days
Jurrien Timber,21/22,Knock,"Feb 25, 2022","Mar 10, 2022",13 days
Jurrien Timber,21/22,Knock,"Nov 8, 2021","Nov 20, 2021",12 days
Jurrien Timber,21/22,Abdominal problems,"Sep 20, 2021","Sep 24, 2021",4 days
Jurrien Timber,20/21,Corona virus,"Mar 11, 2021","Apr 3, 2021",23 days
Jurrien Timber,20/21,Inflammation of the pancreas,"Dec 10, 2020","Jan 5, 2021",26 days
Jurrien Timber,20/21,Hamstring injury,"Oct 17, 2020","Oct 30, 2020",13 days
Leandro Trossard,21/22,Ill,"Apr 19, 2022","Apr 21, 2022",2 days
Leandro Trossard,21/22,Hamstring injury,"Dec 26, 2021","Jan 1, 2022",6 days
Leandro Trossard,21/22,Elbow injury,"Dec 4, 2021","Dec 14, 2021",10 days
Leandro Trossard,20/21,Groin injury,"Nov 2, 2020","Nov 27, 2020",25 days
Leandro Trossard,19/20,Groin injury,"Sep 1, 2019","Oct 18, 2019",47 days
Leandro Trossard,18/19,Hamstring injury,"Oct 23, 2018","Nov 9, 2018",17 days
Leandro Trossard,18/19,Shoulder injury,"Oct 5, 2018","Oct 18, 2018",13 days
Leandro Trossard,17/18,Muscle tear,"Aug 20, 2017","Dec 8, 2017",110 days
Leandro Trossard,16/17,Hamstring injury,"May 16, 2017","Jun 16, 2017",31 days
Leandro Trossard,16/17,Muscle injury,"May 6, 2017","May 15, 2017",9 days
Jakub Kiwior,21/22,unknown injury,"Oct 8, 2021","Oct 30, 2021",22 days
Albert Sambi Lokonga,23/24,Hamstring injury,"Sep 26, 2023","Dec 4, 2023",69 days
Albert Sambi Lokonga,21/22,Corona virus,"Dec 17, 2021","Dec 24, 2021",7 days
Albert Sambi Lokonga,20/21,Adductor pain,"Jan 10, 2021","Jan 25, 2021",15 days
Albert Sambi Lokonga,18/19,Cruciate ligament tear,"Dec 17, 2018","Aug 17, 2019",243 days
Fabio Vieira,23/24,Groin surgery,"Nov 28, 2023","Feb 19, 2024",83 days
Fabio Vieira,23/24,Foot injury,"Jun 29, 2022","Aug 18, 2022",50 days
Fabio Vieira,21/22,Leg injury,"Jun 3, 2022","Jun 16, 2022",13 days
Fabio Vieira,20/21,Corona virus,"Jan 7, 2021","Jan 17, 2021",10 days
Emile Smith Rowe,23/24,Bruise on ankle,"Feb 8, 2024","Feb 14, 2024",6 days
Emile Smith Rowe,23/24,Knee injury,"Oct 31, 2023","Dec 10, 2023",40 days
Emile Smith Rowe,22/23,Groin surgery,"Sep 10, 2022","Jan 9, 2023",121 days
Emile Smith Rowe,20/21,Shoulder injury,"Sep 10, 2020","Dec 10, 2020",91 days
Emile Smith Rowe,19/20,Head injury,"Sep 23, 2019","Oct 7, 2019",14 days
Emile Smith Rowe,19/20,Groin injury,"Aug 8, 2019","Dec 13, 2019",127 days
Emile Smith Rowe,18/19,Adductor pain,"Apr 22, 2019","May 13, 2019",21 days
Emile Smith Rowe,18/19,Hamstring injury,"Jan 14, 2019","Apr 15, 2019",91 days
Emile Smith Rowe,18/19,Groin problems,"Nov 29, 2018","Feb 28, 2019",91 days
Emile Smith Rowe,18/19,Bruised ribs,"Sep 27, 2018","Oct 4, 2018",7 days
Nuno Tavares,23/24,unknown injury,"Feb 24, 2024","Mar 30, 2024",35 days
Nuno Tavares,22/23,Thigh problems,"Feb 6, 2023","Feb 17, 2023",11 days
Nuno Tavares,20/21,Ankle injury,"Apr 2, 2021","Apr 12, 2021",10 days
Nuno Tavares,20/21,Corona virus,"Jan 20, 2021","Jan 28, 2021",8 days
Nuno Tavares,20/21,Hip injury,"Nov 19, 2020","Dec 2, 2020",13 days
Karl Hein,21/22,Finger injury,"Feb 23, 2022","May 14, 2022",80 days
Karl Hein,18/19,Broken hand,"Jan 10, 2019","Mar 31, 2019",80 days
Boubacar Kamara,22/23,Ankle injury,"Apr 4, 2023","Apr 30, 2023",26 days
Boubacar Kamara,22/23,Ankle injury,"Mar 12, 2023","Mar 18, 2023",6 days
Boubacar Kamara,22/23,Knee injury,"Sep 15, 2022","Oct 31, 2022",46 days
Boubacar Kamara,21/22,Thigh problems,"Sep 23, 2021","Sep 30, 2021",7 days
Boubacar Kamara,20/21,Muscle tear,"Jan 14, 2021","Feb 1, 2021",18 days
Boubacar Kamara,17/18,ankle sprain,"Apr 12, 2018","Apr 30, 2018",18 days
Boubacar Kamara,17/18,Ankle injury,"Nov 16, 2017","Jan 1, 2018",46 days
Boubacar Kamara,16/17,Broken arm,"Jan 19, 2017","Mar 13, 2017",53 days
Youri Tielemans,23/24,Groin injury,"Apr 27, 2024","May 8, 2024",11 days
Youri Tielemans,23/24,Calf injury,"Dec 13, 2023","Jan 12, 2024",30 days
Youri Tielemans,22/23,Torn ankle ligaments,"Feb 26, 2023","Apr 10, 2023",43 days
Youri Tielemans,21/22,Calf injury,"Nov 7, 2021","Dec 7, 2021",30 days
Youri Tielemans,17/18,Meniscus injury,"Nov 26, 2017","Jan 14, 2018",49 days
Youri Tielemans,16/17,Ligament injury,"Sep 16, 2016","Sep 27, 2016",11 days
Moussa Diaby,22/23,Muscle injury,"Feb 17, 2023","Feb 21, 2023",4 days
Moussa Diaby,20/21,Corona virus,"Mar 18, 2021","Apr 1, 2021",14 days
Leon Bailey,21/22,Thigh problems,"Dec 5, 2021","Feb 10, 2022",67 days
Leon Bailey,20/21,Quarantine,"Aug 27, 2020","Sep 10, 2020",14 days
Leon Bailey,19/20,Muscle injury,"Oct 17, 2019","Oct 31, 2019",14 days
Leon Bailey,19/20,Torn muscle fiber,"Sep 19, 2019","Oct 12, 2019",23 days
Leon Bailey,18/19,Hamstring injury,"Apr 21, 2019","May 8, 2019",17 days
Leon Bailey,17/18,cold,"Jan 4, 2018","Jan 8, 2018",4 days
Leon Bailey,17/18,infection,"Nov 23, 2017","Nov 30, 2017",7 days
Leon Bailey,16/17,Ill,"Mar 30, 2017","Apr 6, 2017",7 days
Lucas Digne,22/23,Shoulder injury,"Jan 14, 2023","Feb 3, 2023",20 days
Lucas Digne,22/23,Ankle injury,"Sep 17, 2022","Oct 27, 2022",40 days
Lucas Digne,21/22,Shoulder injury,"Apr 9, 2022","Apr 25, 2022",16 days
Lucas Digne,21/22,Hamstring injury,"Mar 14, 2022","Mar 21, 2022",7 days
Lucas Digne,20/21,Ankle injury,"Nov 26, 2020","Jan 11, 2021",46 days
Lucas Digne,19/20,Calf injury,"Feb 9, 2020","Mar 7, 2020",27 days
Lucas Digne,19/20,Ankle injury,"Dec 8, 2019","Dec 14, 2019",6 days
Lucas Digne,18/19,Foot injury,"Apr 22, 2019","Apr 26, 2019",4 days
Lucas Digne,18/19,Hamstring injury,"Mar 24, 2019","Mar 29, 2019",5 days
Lucas Digne,18/19,bruise,"Aug 13, 2018","Aug 24, 2018",11 days
Lucas Digne,17/18,Hamstring injury,"Mar 28, 2018","Apr 16, 2018",19 days
Lucas Digne,17/18,Finger injury,"Feb 5, 2018","Feb 10, 2018",5 days
Lucas Digne,16/17,Knee problems,"Jan 30, 2017","Feb 6, 2017",7 days
