possession_team,player,position,location,distance_to_goal,angle_to_goal,shot_speed,play_pattern,minute,shot_body_part,shot_one_on_one,shot_first_time,shot_outcome,goalkeeper_location,goalkeeper_distance,defensive_pressure,statsbomb_xg,AJS_xg
England Women's,Millie Bright,Defender,"[109.3, 39.8]",10.71168,37.69864,11.24809,From Corner,63,Foot,False,True,Off T,"[119.2, 39.8]",9.9,0,0.07230584,0.1092223
England Women's,Chloe Kelly,Forward,"[99.0, 44.0]",21.32346,19.20521,14.85072,Regular Play,69,Foot,False,False,Off T,"[116.8, 39.7]",18.31202,2,0.06743093,0.0434752
England Women's,Rachel Daly,Forward,"[114.8, 39.3]",5.29528,68.95672,196.77009,From Throw In,78,Head,True,False,Saved,"[115.7, 39.3]",0.9,1,0.3721412,0.0245301
England Women's,Chloe Kelly,Forward,"[111.0, 55.3]",17.49286,12.68859,18.89504,Regular Play,80,Foot,False,False,Saved,"[118.9, 43.6]",14.11737,3,0.041995,0.1212935
Haiti Women's,Roseline Éloissaint,Forward,"[108.6, 31.3]",14.52446,22.89841,39.08007,From Keeper,80,Foot,True,False,Saved,"[116.2, 37.0]",9.5,3,0.3046419,0.0160731
England Women's,Rachel Daly,Forward,"[110.4, 42.0]",9.74936,40.71538,12.6985,Regular Play,81,Head,False,False,Saved,"[117.9, 40.8]",7.59539,1,0.069789,0.2153118
England Women's,Georgia Stanway,Midfielder,"[96.1, 43.9]",24.16961,17.04082,15.44865,Regular Play,82,Foot,False,False,Off T,"[117.2, 39.8]",21.49465,3,0.043783776,0.0501182
England Women's,Georgia Stanway,Midfielder,"[99.0, 45.3]",21.58703,18.75925,14.02333,Regular Play,87,Foot,False,True,Off T,"[117.1, 39.9]",18.88836,3,0.058428064,0.0410972
Haiti Women's,Roseline Éloissaint,Forward,"[92.3, 44.1]",27.95943,14.78336,21.1443,From Corner,90,Foot,False,True,Off T,"[118.8, 40.7]",26.71722,0,0.017055107,0.0283638
Norway Women's,Caroline Graham Hansen,Midfielder,"[103.5, 56.1]",22.84491,13.36156,98.41387,From Throw In,3,Foot,False,False,Blocked,"[118.7, 42.7]",20.26327,1,0.03215358,0.007762
Norway Women's,Sophie Roman Haug,Forward,"[116.8, 31.8]",9.0824,18.7274,8.99199,Regular Play,5,Foot,False,True,Goal,"[119.1, 36.7]",5.41295,1,0.12235808,0.4334503
Norway Women's,Tuva Hansen,Defender,"[109.9, 32.1]",13.00961,25.37806,9.60636,From Free Kick,7,Foot,False,True,Off T,"[118.3, 37.0]",9.72471,3,0.08594064,0.0369875
Norway Women's,Sophie Roman Haug,Forward,"[113.2, 44.6]",8.0455,44.11698,120.4308,From Corner,11,Head,False,False,Blocked,"[119.6, 41.0]",7.34302,4,0.09070796,0.011608
Norway Women's,Caroline Graham Hansen,Midfielder,"[95.0, 52.6]",27.86198,13.48901,354.69472,From Throw In,13,Foot,False,False,Blocked,"[118.2, 41.5]",25.71867,1,0.020310488,0.0074382
Norway Women's,Sophie Roman Haug,Forward,"[112.4, 34.2]",9.74526,34.29315,8.07697,From Throw In,16,Head,False,False,Goal,"[118.6, 37.6]",7.07107,2,0.0615994,0.135215
Norway Women's,Sophie Roman Haug,Forward,"[111.8, 39.9]",8.20975,48.02186,12.43672,From Throw In,23,Head,False,False,Saved,"[119.0, 40.4]",7.21734,2,0.122192755,0.1259212
Norway Women's,Tuva Hansen,Defender,"[91.8, 33.4]",29.03188,13.97514,18.57486,Regular Play,24,Foot,False,False,Off T,"[117.8, 39.5]",26.70599,2,0.019516218,0.0539512
Norway Women's,Sophie Roman Haug,Forward,"[116.6, 42.3]",3.94462,85.02974,14.05044,From Throw In,28,Foot,False,True,Blocked,"[118.4, 42.8]",1.86815,2,0.23546888,0.3431218
Norway Women's,Caroline Graham Hansen,Midfielder,"[106.6, 39.5]",13.42386,30.45732,93.67728,From Throw In,30,Foot,False,True,Blocked,"[117.7, 40.1]",11.1162,3,0.08237872,0.0051996
Norway Women's,Caroline Graham Hansen,Midfielder,"[94.2, 56.0]",30.20149,11.86721,22.54935,From Throw In,30,Foot,False,False,Goal,"[118.8, 40.8]",28.91712,0,0.017354574,0.0585974
Norway Women's,Emilie Haavi,Midfielder,"[99.1, 32.3]",22.37878,17.42586,20.9068,Regular Play,33,Foot,False,False,Saved,"[118.0, 39.9]",20.37081,1,0.045400802,0.0702363
Norway Women's,Emilie Haavi,Midfielder,"[102.9, 32.2]",18.92142,19.96167,161.93053,Regular Play,35,Foot,False,False,Blocked,"[117.6, 38.7]",16.07296,2,0.03773817,0.00946
Philippines Women's,Angela Beard,Defender,"[91.3, 43.8]",28.91263,14.32747,19.07334,From Throw In,38,Foot,False,False,Saved,"[117.9, 39.9]",26.88438,1,0.018391266,0.0438046
Norway Women's,Emilie Haavi,Midfielder,"[109.0, 30.3]",14.86607,21.19893,29.28184,Regular Play,48,Foot,False,True,Saved,"[118.0, 37.1]",11.28007,0,0.2553114,0.0417007
Norway Women's,Guro Reiten,Midfielder,"[108.1, 40.1]",11.90168,34.18362,30.2195,Penalty,52,Foot,False,False,Goal,"[120, 40.3]",11.90168,0,0.7835,0.5135433
Norway Women's,Guro Reiten,Midfielder,"[103.7, 43.7]",16.65083,24.33267,19.94128,From Free Kick,54,Foot,False,True,Off T,"[117.8, 40.9]",14.37533,1,0.1413665,0.0195895
Philippines Women's,Angela Beard,Defender,"[107.0, 22.2]",22.28475,11.14077,11.55669,From Corner,56,Foot,False,True,Off T,"[118.0, 37.8]",19.08822,1,0.01170103,0.1071929
Philippines Women's,Katrina Jacqueline Rivera Guillou,Forward,"[101.3, 33.1]",20.03821,19.4263,126.79843,Regular Play,58,Foot,False,False,Blocked,"[118.8, 39.1]",18.5,2,0.027857076,0.0073781
Norway Women's,Caroline Graham Hansen,Midfielder,"[107.9, 52.1]",16.90118,18.02116,171.7617,Regular Play,59,Foot,False,True,Blocked,"[118.2, 43.0]",13.74409,3,0.036425084,0.0139198
Norway Women's,Frida Maanum,Midfielder,"[99.8, 50.8]",22.76598,16.32326,39.97889,Regular Play,59,Foot,False,False,Blocked,"[118.3, 42.5]",20.27659,1,0.02847833,0.0033654
Norway Women's,Frida Maanum,Midfielder,"[96.8, 48.4]",24.57336,16.04607,17.64081,Regular Play,59,Foot,False,False,Off T,"[118.3, 42.1]",22.40402,1,0.031385496,0.0735024
Norway Women's,Caroline Graham Hansen,Midfielder,"[98.7, 59.4]",28.60944,10.96019,24.7578,From Free Kick,68,Foot,False,True,Off T,"[116.6, 45.5]",22.66319,0,0.013437272,0.0038422
Norway Women's,Ingrid Syrstad Engen,Midfielder,"[107.5, 42.6]",12.70984,31.70116,46.74058,Regular Play,71,Foot,False,False,Blocked,"[119.0, 40.9]",11.62497,1,0.16763131,0.0083148
Norway Women's,Caroline Graham Hansen,Midfielder,"[104.1, 44.0]",16.32483,24.69495,214.71281,From Throw In,73,Foot,False,False,Blocked,"[117.4, 40.6]",13.72771,1,0.080019325,0.0088407
Norway Women's,Guro Reiten,Midfielder,"[103.5, 27.0]",21.19292,15.49235,28.34415,Regular Play,82,Foot,False,False,Saved,"[118.2, 38.7]",18.78776,1,0.06507722,0.0085942
Norway Women's,Ingrid Syrstad Engen,Midfielder,"[118.3, 48.3]",8.17863,13.09539,29.62005,From Corner,82,Head,False,False,Off T,"[119.2, 42.2]",6.16604,3,0.04688316,0.0138812
Norway Women's,Anna Langås Jøsendal,Midfielder,"[109.7, 47.6]",12.62458,27.31482,18.65607,Regular Play,88,Foot,False,False,Saved,"[118.8, 41.5]",10.95536,3,0.08620103,0.0947845
Norway Women's,Anna Langås Jøsendal,Midfielder,"[103.3, 51.9]",20.33347,16.9915,25.25182,From Throw In,92,Foot,False,False,Saved,"[118.1, 42.0]",17.8059,1,0.048710145,0.0066796
Norway Women's,Guro Reiten,Midfielder,"[117.0, 28.6]",12.07849,9.41081,25.39077,Regular Play,93,Foot,True,False,Wayward,"[118.5, 36.2]",7.74661,1,0.030710863,0.1288714
Norway Women's,Sophie Roman Haug,Forward,"[111.0, 46.3]",10.81665,32.45148,10.21704,Regular Play,94,Head,False,False,Goal,"[118.9, 41.5]",9.24392,3,0.051194664,0.2530872
Norway Women's,Vilde Bøe Risa,Midfielder,"[93.7, 58.8]",32.15494,10.68277,25.23807,From Throw In,96,Foot,False,False,Off T,"[118.5, 41.5]",30.23789,1,0.009041856,0.0040341
Philippines Women's,Sara Kristine Bantan Eggesvik,Midfielder,"[101.2, 46.1]",19.67435,20.21714,11.51643,From Free Kick,97,Foot,False,False,Saved Off Target,"[117.4, 42.9]",16.51303,2,0.053446844,0.0325808
Norway Women's,Sophie Roman Haug,Forward,"[114.1, 39.3]",5.98415,62.57087,18.44154,Regular Play,99,Foot,False,True,Post,"[118.4, 39.5]",4.30465,1,0.39690742,0.2084724
Norway Women's,Guro Reiten,Midfielder,"[109.7, 35.3]",11.44945,32.64396,29.02408,Regular Play,99,Foot,False,True,Saved,"[118.5, 38.2]",9.26553,0,0.23564745,0.0140582
South Africa Women's,Bongeka Gamede,Defender,"[112.7, 46.9]",9.84124,32.63151,9.32555,From Corner,2,Foot,False,True,Off T,"[118.7, 42.6]",7.38173,4,0.07914886,0.1693315
Argentina Women's,Mariana Valeria Larroquette,Forward,"[106.1, 41.3]",13.93592,29.36736,14.42911,From Keeper,9,Head,False,False,Off T,"[118.3, 40.3]",12.24091,2,0.03380821,0.0745304
South Africa Women's,Thembi Kgatlana,Forward,"[88.4, 35.2]",32.00891,12.88504,13.63257,From Counter,22,Foot,False,False,Off T,"[114.9, 39.7]",26.87936,3,0.025401833,0.0506673
Argentina Women's,Kholosa Biyana,Midfielder,"[84.7, 43.1]",35.41087,11.76613,30.25308,From Goal Kick,29,Foot,False,False,Saved,"[118.1, 39.9]",33.55294,0,0.01910826,0.0054588
South Africa Women's,Linda Maserame Motlhalo,Midfielder,"[110.6, 37.9]",9.70155,40.44367,14.30171,From Counter,29,Foot,False,True,Goal,"[112.4, 40.0]",2.76586,0,0.806447,0.2195
Argentina Women's,María Florencia Bonsegundo,Forward,"[114.2, 28.9]",12.79062,15.7832,67.27656,From Kick Off,32,Foot,False,True,Off T,"[109.8, 37.1]",9.30591,1,0.055105917,0.0043413
South Africa Women's,Thembi Kgatlana,Forward,"[100.1, 33.0]",21.1967,18.4783,21.25091,From Counter,34,Foot,False,False,Off T,"[117.7, 38.7]",18.5,3,0.047232307,0.0884636
Argentina Women's,Flavia Lorena Benítez,Midfielder,"[91.7, 47.2]",29.12902,13.93158,85.87388,From Free Kick,43,Foot,False,False,Blocked,"[118.5, 41.7]",27.35855,2,0.021882987,0.0022498
Argentina Women's,María Florencia Bonsegundo,Forward,"[87.6, 44.9]",32.72491,12.64041,54.72796,From Throw In,43,Foot,False,False,Blocked,"[117.6, 39.5]",30.48213,2,0.020528119,0.0025795
South Africa Women's,Jermaine Seoposenwe,Midfielder,"[106.0, 24.9]",20.8125,13.71964,138.7759,From Counter,47,Foot,False,False,Blocked,"[118.3, 36.7]",17.04494,2,0.018378802,0.0051787
South Africa Women's,Hildah Tholakele Magaia,Forward,"[115.8, 30.6]",10.57024,17.36172,18.29749,From Counter,47,Foot,False,False,Off T,"[118.5, 36.5]",6.48845,2,0.08832142,0.1242155
Argentina Women's,Mariana Valeria Larroquette,Forward,"[102.9, 38.5]",17.19448,23.91596,218.57853,From Free Kick,50,Foot,False,True,Blocked,"[118.5, 40.7]",15.75436,3,0.02688943,0.0015036
South Africa Women's,Linda Maserame Motlhalo,Midfielder,"[93.8, 30.6]",27.93797,14.03627,21.23824,Regular Play,52,Foot,False,True,Off T,"[117.7, 39.2]",25.4002,0,0.02711672,0.0848819
South Africa Women's,Thembi Kgatlana,Forward,"[112.7, 43.4]",7.93095,47.18723,8.97838,From Counter,46,Foot,False,True,Off T,"[118.2, 43.0]",5.51453,2,0.45789704,0.278259
Argentina Women's,Romina Stefania Núñez,Midfielder,"[109.0, 44.3]",11.7047,33.08155,56.59174,From Goal Kick,52,Foot,False,True,Off T,"[119.0, 41.3]",10.44031,0,0.09480362,0.0077135
Argentina Women's,Mariana Valeria Larroquette,Forward,"[108.4, 45.2]",12.59246,30.32322,11.56269,From Free Kick,56,Head,False,False,Saved,"[117.7, 42.2]",9.7719,2,0.028251223,0.0141839
South Africa Women's,Hildah Tholakele Magaia,Forward,"[83.8, 51.1]",37.77671,10.61645,20.80789,From Free Kick,59,Foot,False,False,Saved,"[118.6, 40.6]",36.34955,0,0.008106473,0.0678784
South Africa Women's,Sibulele Cecilia Holweni,Forward,"[106.8, 52.5]",17.97443,17.32834,29.29101,Regular Play,60,Foot,False,True,Off T,"[116.8, 43.3]",13.58823,1,0.10601787,0.0110129
Argentina Women's,Sophie Wais Braun,Midfielder,"[111.5, 41.2]",8.54751,46.20117,42.91759,From Free Kick,62,Head,False,False,Blocked,"[119.2, 41.4]",7.7026,4,0.07169046,0.0203321
Argentina Women's,María Florencia Bonsegundo,Midfielder,"[91.6, 38.7]",28.44503,14.64162,25.19342,From Free Kick,62,Foot,False,False,Saved,"[118.7, 40.1]",27.13614,1,0.026784703,0.0052121
South Africa Women's,Thembi Kgatlana,Forward,"[114.7, 41.1]",5.36004,68.43323,13.22778,From Free Kick,65,Foot,False,True,Goal,"[118.1, 40.9]",3.40588,1,0.4900221,0.6257869
Argentina Women's,Érica Noelia Lonigro,Forward,"[106.0, 43.6]",14.38367,27.90694,10.72997,From Free Kick,72,Foot,False,True,Blocked,"[109.4, 38.9]",5.80086,2,0.081594996,0.1303922
Argentina Women's,Sophie Wais Braun,Midfielder,"[96.1, 50.5]",25.98557,14.80635,20.82245,From Free Kick,73,Foot,False,False,Goal,"[118.1, 41.3]",23.84617,1,0.021933524,0.0316787
South Africa Women's,Jermaine Seoposenwe,Midfielder,"[92.4, 59.9]",33.85144,10.11465,16.00383,From Free Kick,74,Foot,False,True,Off T,"[117.1, 42.4]",30.27111,1,0.008159702,0.0205233
Argentina Women's,Romina Stefania Núñez,Midfielder,"[106.2, 42.8]",14.02462,28.85975,11.86004,Regular Play,78,Head,False,False,Goal,"[118.6, 42.1]",12.41974,1,0.0832264,0.3711186
Argentina Women's,Yamila Tamara Rodríguez,Forward,"[99.8, 57.6]",26.59568,12.02873,69.70815,Regular Play,81,Foot,False,False,Off T,"[117.9, 43.0]",23.25446,2,0.021788513,0.0032342
Spain Women's,Olga  Carmona García,Defender,"[94.0, 31.8]",27.35416,14.52,18.21259,From Goal Kick,13,Foot,False,False,Off T,"[118.1, 37.3]",24.71963,0,0.031136213,0.1302502
England Women's,Lauren Hemp,Forward,"[107.9, 56.3]",20.06016,12.82662,24.15042,From Throw In,4,Foot,False,True,Saved,"[118.5, 43.4]",16.69641,3,0.038291804,0.013698
Spain Women's,Olga  Carmona García,Defender,"[93.5, 22.7]",31.8121,10.99276,29.61149,Regular Play,24,Foot,False,False,Off T,"[118.2, 37.1]",28.59108,1,0.010924919,0.0121652
England Women's,Lauren Hemp,Forward,"[104.0, 35.4]",16.7335,23.71522,18.37296,From Free Kick,15,Foot,False,True,Post,"[118.5, 38.5]",14.82768,1,0.11897644,0.0145746
Spain Women's,Aitana Bonmati Conca,Midfielder,"[101.9, 37.6]",18.30027,22.39656,17.64291,Regular Play,38,Foot,False,False,Off T,"[117.6, 38.8]",15.74579,1,0.067997195,0.1643049
Spain Women's,Salma Paralluelo Ayingono,Forward,"[112.6, 37.2]",8.02309,46.73977,20.51034,From Throw In,16,Foot,False,True,Wayward,"[118.9, 38.3]",6.39531,2,0.32985806,0.1493502
Sweden Women's,Fridolina Rolfö,Forward,"[111.1, 32.5]",11.83427,27.22021,23.52925,From Throw In,41,Foot,False,True,Saved,"[119.0, 37.2]",9.19239,1,0.19639556,0.0864084
Spain Women's,Alba María Redondo Ferrer,Forward,"[115.3, 46.7]",7.9404,34.71689,18.36393,From Throw In,16,Foot,False,True,Saved,"[119.3, 38.7]",8.94427,1,0.4635085,0.2125466
Sweden Women's,Emma Stina Blackstenius,Forward,"[113.5, 41.6]",6.62873,57.30121,6.21075,From Corner,44,Foot,False,True,Wayward,"[119.0, 43.3]",5.75674,3,0.14956927,0.0737338
England Women's,Lauren Hemp,Forward,"[107.3, 53.5]",18.31748,16.09749,21.94404,Regular Play,19,Foot,False,False,Saved,"[118.1, 43.5]",14.7187,2,0.08992476,0.1899891
Sweden Women's,Emma Stina Blackstenius,Forward,"[113.0, 53.8]",15.20691,13.23557,18.20618,From Throw In,54,Foot,False,True,Saved,"[118.1, 44.9]",10.25768,1,0.050915144,0.3159914
Spain Women's,Olga  Carmona García,Defender,"[107.1, 24.5]",20.3973,13.19815,22.34282,Regular Play,28,Foot,False,True,Goal,"[118.0, 36.4]",16.13753,2,0.054861497,0.1659781
Spain Women's,Alba María Redondo Ferrer,Forward,"[109.1, 32.6]",13.34541,25.84701,87.48106,Regular Play,57,Foot,False,False,Blocked,"[117.8, 37.1]",9.7949,4,0.04930004,0.0039157
Spain Women's,Irene Paredes Hernandez,Defender,"[107.1, 50.8]",16.6331,19.73196,30.1141,From Free Kick,36,Foot,False,True,Off T,"[118.9, 42.3]",14.5427,2,0.049800135,0.0041132
Spain Women's,Salma Paralluelo Ayingono,Forward,"[109.1, 44.6]",11.71751,32.77943,11.19648,Regular Play,63,Head,False,False,Off T,"[117.9, 41.5]",9.33006,2,0.10080562,0.089706
Spain Women's,Alba María Redondo Ferrer,Forward,"[103.5, 59.5]",25.31581,10.89504,200.61661,From Throw In,38,Foot,False,False,Blocked,"[118.8, 42.1]",23.17002,1,0.007859871,0.0057732
Spain Women's,María Francesca Caldentey Oliver,Forward,"[97.4, 31.8]",24.1456,16.19478,52.25834,From Free Kick,66,Foot,False,False,Blocked,"[118.9, 39.4]",22.80373,0,0.078507856,0.0011411
Spain Women's,Salma Paralluelo Ayingono,Forward,"[108.3, 40.7]",11.70684,34.70678,12.65566,Regular Play,45,Foot,False,True,Post,"[119.2, 42.1]",10.98954,3,0.13031209,0.1089126
Spain Women's,Alba María Redondo Ferrer,Forward,"[113.6, 40.0]",6.40703,59.44662,10.9697,From Throw In,69,Foot,False,True,Wayward,"[118.7, 39.1]",5.1788,1,0.27850312,0.1857705
Spain Women's,María Francesca Caldentey Oliver,Forward,"[98.5, 37.9]",21.63354,19.09501,17.75635,Regular Play,49,Foot,False,False,Saved,"[119.2, 40.5]",20.86265,3,0.046465375,0.0797199
Spain Women's,Alba María Redondo Ferrer,Forward,"[115.5, 34.8]",7.10634,41.59756,9.87411,From Throw In,69,Foot,False,True,Off T,"[117.9, 36.3]",2.83019,3,0.46543038,0.2394184
England Women's,Lauren Hemp,Forward,"[111.3, 33.6]",10.98089,30.71682,21.90159,Regular Play,53,Foot,False,True,Off T,"[117.5, 39.8]",8.76812,1,0.15075973,0.1020131
Spain Women's,Salma Paralluelo Ayingono,Forward,"[102.3, 59.0]",25.7484,11.28,577.91444,From Throw In,71,Foot,False,False,Blocked,"[118.9, 42.7]",23.26478,3,0.009443602,0.0036763
Spain Women's,Aitana Bonmati Conca,Midfielder,"[96.8, 31.0]",24.9946,15.52488,24.24149,Regular Play,61,Foot,False,False,Off T,"[118.6, 38.8]",23.1534,1,0.046413776,0.0120174
Spain Women's,María Francesca Caldentey Oliver,Forward,"[109.5, 38.1]",10.728,37.08176,25.1766,Regular Play,73,Foot,False,True,Wayward,"[118.5, 41.3]",9.55196,1,0.09398575,0.0482896
Spain Women's,Jennifer Hermoso Fuentes,Midfielder,"[108.1, 40.1]",11.90168,34.18362,23.09324,Penalty,69,Foot,False,False,Saved,"[120, 40.3]",11.90168,0,0.7835,0.8921562
Sweden Women's,Emma Stina Blackstenius,Forward,"[114.3, 42.8]",6.22415,58.72426,1.56911,From Throw In,75,Head,False,False,Wayward,"[118.3, 40.7]",4.51774,2,0.15185085,0.0444183
England Women's,Lucy Bronze,Defender,"[82.6, 50.7]",38.81907,10.38719,28.37398,From Throw In,73,Foot,False,False,Off T,"[117.5, 41.4]",36.11786,1,0.006731573,0.0048984
Spain Women's,Salma Paralluelo Ayingono,Forward,"[105.7, 30.3]",17.44964,19.77832,461.61848,Regular Play,79,Foot,False,False,Blocked,"[117.6, 37.1]",13.70584,3,0.069166556,0.0079192
England Women's,Lauren James,Forward,"[112.6, 24.4]",17.53767,10.43333,28.68168,Regular Play,75,Foot,False,True,Saved,"[118.6, 36.1]",13.14876,2,0.014294365,0.0141934
Spain Women's,Salma Paralluelo Ayingono,Forward,"[109.3, 37.2]",11.14002,35.27963,11.42224,From Throw In,80,Foot,False,True,Goal,"[118.8, 39.4]",9.75141,3,0.08953081,0.1392924
England Women's,Millie Bright,Forward,"[100.7, 24.7]",24.81633,13.19744,284.98966,From Throw In,88,Foot,False,True,Blocked,"[118.1, 37.4]",21.54182,1,0.015070377,0.0026515
Sweden Women's,Magdalena Lilly Eriksson,Defender,"[107.0, 35.1]",14.00143,27.52007,4.91568,From Free Kick,83,Head,True,False,Wayward,"[117.4, 38.3]",10.88118,2,0.092115834,0.0645468
Spain Women's,Jennifer Hermoso Fuentes,Midfielder,"[109.3, 30.3]",14.64548,21.28035,61.5949,Regular Play,89,Foot,False,True,Blocked,"[117.1, 36.2]",9.78008,3,0.060141463,0.0151421
Sweden Women's,Rebecka Blomqvist,Forward,"[111.1, 35.7]",10.01848,36.83497,11.6902,From Throw In,87,Foot,False,True,Goal,"[118.1, 38.6]",7.57694,1,0.15001205,0.4666262
Spain Women's,Alexia Putellas Segura,Midfielder,"[114.8, 45.1]",7.07672,46.05736,43.2819,From Corner,89,Head,False,False,Blocked,"[119.1, 42.7]",4.92443,4,0.09861894,0.0380383
Spain Women's,Olga  Carmona García,Defender,"[101.3, 26.8]",23.06382,14.78747,20.06464,From Corner,88,Foot,False,False,Goal,"[119.3, 39.3]",21.91461,1,0.031223249,0.0961222
Spain Women's,Ona Batlle Pascual,Defender,"[108.8, 54.2]",17.85077,15.0335,392.07472,Regular Play,91,Foot,False,False,Saved,"[117.2, 44.9]",12.53196,2,0.03439299,0.005276
Spain Women's,Aitana Bonmati Conca,Midfielder,"[99.0, 44.7]",21.456,18.97912,127.3958,From Counter,97,Foot,False,False,Blocked,"[118.9, 40.9]",20.25957,2,0.04497485,0.006693
Spain Women's,Salma Paralluelo Ayingono,Forward,"[105.8, 25.4]",20.58276,14.21754,172.92949,From Counter,97,Foot,False,False,Blocked,"[118.3, 36.9]",16.98529,1,0.043415517,0.007343
England Women's,Millie Bright,Forward,"[110.3, 45.5]",11.00591,33.38749,278.13773,From Throw In,102,Head,False,False,Blocked,"[118.8, 41.9]",9.23093,3,0.035629865,0.0110597
Italy Women's,Sofia Cantore,Forward,"[107.2, 56.9]",20.96187,12.40422,30.29513,Regular Play,0,Foot,False,False,Saved,"[118.8, 43.8]",17.49771,2,0.037320618,0.0138172
Switzerland Women's,Coumba Sow,Midfielder,"[93.6, 31.5]",27.82804,14.24841,214.01904,Regular Play,6,Foot,False,False,Blocked,"[118.2, 38.0]",25.44425,3,0.026818303,0.0123835
Italy Women's,Arianna Caruso,Midfielder,"[92.4, 37.7]",27.72219,14.97855,53.81278,Regular Play,2,Foot,False,True,Blocked,"[118.8, 40.3]",26.52772,1,0.021473952,0.0054119
Switzerland Women's,Ramona Bachmann,Midfielder,"[110.8, 37.4]",9.64624,40.21293,120.89384,From Counter,7,Foot,False,True,Blocked,"[118.4, 42.0]",8.88369,2,0.26727238,0.1226194
Italy Women's,Manuela Giugliano,Midfielder,"[90.9, 48.5]",30.23326,13.30641,204.7755,Regular Play,2,Foot,False,False,Blocked,"[119.0, 41.3]",29.00776,2,0.022601107,0.0042542
Norway Women's,Sophie Roman Haug,Forward,"[104.0, 42.7]",16.179,25.24693,8.30303,Regular Play,13,Head,False,False,Off T,"[118.6, 41.1]",14.68741,2,0.04583287,0.149172
Italy Women's,Arianna Caruso,Midfielder,"[109.5, 48.0]",13.02075,26.2081,16.24203,From Corner,2,Foot,False,True,Off T,"[119.1, 41.9]",11.37409,2,0.06189627,0.0628787
Norway Women's,Frida Maanum,Midfielder,"[115.5, 46.2]",7.42024,38.33,74.49143,From Corner,21,Head,False,False,Blocked,"[119.4, 43.2]",4.92037,4,0.10885729,0.1291641
Italy Women's,Sofia Cantore,Forward,"[106.3, 59.6]",23.66812,10.39293,25.60789,Regular Play,16,Foot,False,False,Saved,"[119.4, 43.2]",20.98976,1,0.009896568,0.0297269
Norway Women's,Maren Nævdal Mjelde,Defender,"[114.9, 46.9]",8.34086,33.60695,25.90337,From Corner,21,Foot,False,False,Off T,"[118.6, 42.3]",5.90339,4,0.10065,0.0493165
Italy Women's,Lucia Di Guglielmo,Defender,"[117.3, 49.3]",9.39628,14.78287,20.65166,Regular Play,16,Foot,False,True,Off T,"[118.9, 46.0]",3.66742,1,0.0437199,0.402535
Norway Women's,Sophie Roman Haug,Forward,"[113.3, 38.4]",6.96419,54.40591,15.83443,From Free Kick,23,Head,False,False,Saved,"[119.7, 39.6]",6.51153,3,0.2161579,0.0200586
Sweden Women's,Elin Ingrid Johanna Rubensson,Midfielder,"[89.9, 46.0]",30.63495,13.39654,21.62841,Regular Play,22,Foot,False,True,Saved,"[117.8, 41.0]",28.34449,1,0.015463066,0.0228957
Norway Women's,Amalie Vevle Eikeland,Forward,"[112.9, 45.1]",8.5703,40.87342,12.06553,From Free Kick,23,Foot,False,True,Off T,"[119.3, 39.8]",8.30963,2,0.10626975,0.0727071
Sweden Women's,Fridolina Rolfö,Forward,"[109.8, 28.5]",15.59744,17.99324,72.37724,Regular Play,27,Foot,False,False,Blocked,"[117.8, 36.4]",11.24322,2,0.056573927,0.069658
Norway Women's,Sophie Roman Haug,Forward,"[112.2, 40.1]",7.80256,50.25109,6.66082,From Throw In,29,Head,False,False,Off T,"[119.6, 40.4]",7.40608,3,0.11993301,0.017618
Sweden Women's,Fridolina Rolfö,Forward,"[105.2, 38.6]",14.89732,27.45239,27.02682,Regular Play,27,Foot,False,True,Blocked,"[118.2, 40.1]",13.08625,2,0.08173808,0.0753462
Switzerland Women's,Ana-Maria Crnogorčević,Forward,"[106.6, 50.5]",16.84043,19.95161,21.48488,From Goal Kick,31,Foot,False,False,Off T,"[115.1, 44.8]",10.23426,2,0.12898979,0.23996
Sweden Women's,Gun Nathalie Björn,Defender,"[106.2, 34.5]",14.9693,25.61613,12.12606,From Corner,29,Foot,False,True,Off T,"[119.5, 38.9]",14.00893,3,0.05197355,0.1006258
Switzerland Women's,Nadine Riesen,Defender,"[97.0, 23.4]",28.54137,11.86697,199.96056,From Free Kick,45,Foot,False,False,Blocked,"[118.0, 38.1]",25.63377,2,0.022791144,0.0040474
Sweden Women's,Amanda Ilestedt,Defender,"[117.4, 42.7]",3.53836,92.63413,5.19083,From Corner,38,Head,False,False,Goal,"[118.9, 41.2]",2.12132,6,0.25962234,0.6543315
Norway Women's,Sophie Roman Haug,Forward,"[105.2, 43.5]",15.14199,26.6486,30.02266,From Throw In,46,Foot,False,True,Wayward,"[119.4, 40.4]",14.53444,1,0.07712808,0.0130788
Sweden Women's,Fridolina Rolfö,Forward,"[101.5, 49.3]",20.57304,18.28407,120.76073,Regular Play,42,Foot,False,False,Blocked,"[113.8, 42.8]",13.91187,2,0.058785237,0.0217741
Norway Women's,Frida Maanum,Midfielder,"[110.6, 37.5]",9.80816,39.72558,6.82522,From Throw In,46,Foot,False,False,Off T,"[118.8, 39.2]",8.37437,4,0.06969007,0.195384
Sweden Women's,Fridolina Rolfö,Forward,"[116.4, 37.5]",4.5607,74.30567,6.92989,From Corner,43,Other,False,False,Goal,"[117.9, 43.3]",5.99083,4,0.5565766,0.8953815
