possession_team,player,position,location,distance_to_goal,angle_to_goal,shot_speed,play_pattern,minute,shot_body_part,shot_one_on_one,shot_first_time,shot_outcome,goalkeeper_location,goalkeeper_distance,defensive_pressure,statsbomb_xg,AJS_xg
Morocco Women's,Ibtissam Jraïdi,Forward,"[115.6, 23.1]",17.75387,6.09144,37.28771,Regular Play,0,Foot,True,False,Saved,"[118.2, 35.9]",13.06139,1,0.011642817,0.0406941
Colombia Women's,Mayra Tatiana Ramírez Ramírez,Forward,"[113.6, 54.5]",15.57562,11.5518,22.60042,Regular Play,10,Foot,False,True,Off T,"[118.9, 44.5]",11.31769,2,0.017579403,0.1691131
Morocco Women's,Ibtissam Jraïdi,Forward,"[107.8, 33.7]",13.87083,26.51428,11.62217,Regular Play,12,Head,False,False,Saved,"[118.1, 37.9]",11.1234,2,0.062036313,0.2341316
Colombia Women's,María Catalina Usme Pineda,Midfielder,"[103.2, 74.4]",38.01381,4.90953,18.59899,From Free Kick,16,Foot,False,False,Off T,"[119.0, 40.4]",37.49187,0,0.005587813,0.1118571
Colombia Women's,Daniela Montoya Quiróz,Midfielder,"[111.0, 39.3]",9.05539,43.83945,429.42998,From Throw In,19,Head,False,False,Saved,"[112.2, 39.6]",1.23693,1,0.16969006,0.108679
Colombia Women's,Mayra Tatiana Ramírez Ramírez,Forward,"[96.7, 45.2]",23.80966,17.12608,261.42628,From Throw In,24,Foot,False,False,Blocked,"[119.2, 40.9]",22.9072,3,0.037222218,0.0062398
Morocco Women's,Anissa Lahmari,Midfielder,"[96.7, 43.4]",23.50532,17.55576,17.52586,Regular Play,30,Foot,False,False,Off T,"[118.6, 40.9]",22.04223,2,0.040333282,0.0408893
Colombia Women's,Leicy Maria Santos Herrera,Forward,"[108.9, 36.3]",11.79873,32.85472,9.63614,Regular Play,43,Head,False,False,Off T,"[118.6, 39.7]",10.27862,3,0.12050855,0.0844878
Colombia Women's,Leicy Maria Santos Herrera,Forward,"[94.8, 40.4]",25.2002,16.52724,417.8514,Regular Play,45,Foot,False,True,Blocked,"[118.8, 40.1]",24.00187,3,0.034364924,0.0021689
Morocco Women's,Ghizlane Chebbak,Midfielder,"[108.1, 40.1]",11.90168,34.18362,24.40945,Penalty,48,Foot,False,False,Saved,"[120, 40.3]",11.90168,0,0.7835,0.5622028
Morocco Women's,Sakina Ouzraoui Diki,Midfielder,"[114.9, 48.3]",9.48736,25.97865,59.83149,Regular Play,48,Foot,False,True,Blocked,"[116.7, 45.2]",3.58469,2,0.09430429,0.0102922
Morocco Women's,Anissa Lahmari,Midfielder,"[116.6, 41.2]",3.5171,92.35974,12.20944,Regular Play,48,Foot,False,True,Goal,"[116.5, 48.1]",6.90072,3,0.70643836,0.8076814
Morocco Women's,Nesryne El Chad,Defender,"[109.7, 35.8]",11.24011,33.72508,6.82289,From Corner,48,Head,False,False,Saved,"[119.1, 39.6]",10.13903,4,0.05019202,0.0670722
Colombia Women's,Daniela Montoya Quiróz,Forward,"[113.8, 51.6]",12.88914,16.54896,28.3743,From Throw In,58,Foot,False,False,Saved,"[118.9, 44.0]",9.1526,1,0.06613756,0.0475731
Colombia Women's,Lorena Bedoya Durango,Midfielder,"[103.2, 46.8]",18.01361,21.56895,23.47827,From Throw In,58,Foot,False,True,Off T,"[119.2, 43.2]",16.4,1,0.056295164,0.0218905
Colombia Women's,Mayra Tatiana Ramírez Ramírez,Forward,"[107.4, 61.0]",24.23324,9.1307,36.21014,Regular Play,61,Foot,False,False,Saved,"[118.4, 44.3]",19.99725,2,0.006445995,0.004187
Colombia Women's,Daniela Alexandra Árias Rojas,Defender,"[106.7, 41.0]",13.31841,30.69721,15.13377,From Free Kick,71,Head,False,False,Saved,"[119.1, 41.9]",12.43262,5,0.027196512,0.0097824
Colombia Women's,Mayra Tatiana Ramírez Ramírez,Forward,"[116.8, 51.3]",11.456,11.24219,38.13658,From Corner,77,Foot,False,False,Post,"[119.1, 44.4]",7.27324,1,0.021371257,0.005751
Morocco Women's,Fatima Zahra Tagnaout,Midfielder,"[111.3, 19.6]",22.45395,7.39337,27.27851,Regular Play,81,Foot,True,False,Saved,"[118.6, 36.6]",18.50108,1,0.010282481,0.0127037
Morocco Women's,Ghizlane Chebbak,Midfielder,"[93.8, 36.0]",26.55052,15.50035,47.30537,From Throw In,83,Foot,False,False,Blocked,"[118.2, 39.6]",24.66414,0,0.030630497,0.0037081
Morocco Women's,Ghizlane Chebbak,Midfielder,"[114.8, 1.2]",39.44426,1.41363,28.66657,From Free Kick,100,Foot,False,False,Off T,"[118.9, 38.1]",37.12708,0,0.006889174,0.0057562
Jamaica Women's,Jody Brown,Midfielder,"[114.1, 28.8]",12.92517,15.69823,26.4986,From Throw In,2,Foot,False,False,Off T,"[118.8, 36.6]",9.10659,3,0.044885665,0.0503376
Colombia Women's,Diana Carolina Ospina García Pineda,Midfielder,"[108.4, 57.3]",20.58057,11.69612,15.95858,Regular Play,14,Foot,False,False,Saved,"[117.9, 44.1]",16.26315,2,0.01863553,0.179317
Colombia Women's,Daniela Alexandra Árias Rojas,Defender,"[112.4, 44.3]",8.58836,42.66375,45.4591,From Free Kick,28,Head,False,False,Saved,"[113.5, 43.8]",1.2083,1,0.20280479,0.0187123
Colombia Women's,Leicy Maria Santos Herrera,Midfielder,"[87.8, 49.0]",33.35461,12.10349,154.47885,Regular Play,30,Foot,False,False,Blocked,"[117.7, 40.0]",31.22515,1,0.017020792,0.0051425
Colombia Women's,Daniela Alexandra Árias Rojas,Defender,"[105.8, 32.7]",16.1059,22.90547,15.83694,From Corner,37,Foot,False,True,Blocked,"[119.1, 38.2]",14.39236,4,0.054440565,0.0283924
Colombia Women's,Jorelyn Andrea Daniela Carabalí Martínez,Defender,"[112.6, 37.1]",8.06226,46.3884,13.96159,From Corner,37,Foot,False,False,Off T,"[119.1, 37.8]",6.53758,2,0.09104756,0.069989
Colombia Women's,Ana María Guzmán Zapata,Defender,"[86.5, 40.8]",33.50373,12.46737,23.26073,From Free Kick,41,Foot,False,True,Off T,"[117.4, 40.2]",30.90582,0,0.016462415,0.008869
Jamaica Women's,Khadija Monifa Shaw,Forward,"[114.8, 46.6]",8.16884,35.51491,16.92305,From Corner,47,Head,False,False,Off T,"[118.6, 43.1]",5.16624,3,0.07245055,0.129798
Colombia Women's,Linda Lizeth Caicedo Alegría,Forward,"[102.9, 28.2]",20.94803,16.39539,473.95878,From Throw In,48,Foot,False,False,Blocked,"[118.6, 37.4]",18.19698,3,0.030798323,0.0037689
Colombia Women's,María Catalina Usme Pineda,Forward,"[110.3, 45.6]",11.05351,33.13264,14.02635,From Throw In,50,Foot,False,False,Goal,"[114.8, 42.6]",5.40833,1,0.37109455,0.2438844
Jamaica Women's,Jody Brown,Forward,"[118.6, 35.9]",4.61736,52.28654,20.77403,From Free Kick,53,Head,False,False,Post,"[116.8, 39.8]",4.29535,6,0.46716166,0.575188
Jamaica Women's,Drew Spence,Midfielder,"[94.5, 25.2]",29.63545,12.17909,21.69947,From Throw In,56,Foot,False,False,Saved,"[118.6, 38.0]",27.28828,0,0.023249248,0.0669766
Colombia Women's,Linda Lizeth Caicedo Alegría,Forward,"[109.4, 24.9]",18.69545,12.99864,19.68655,Regular Play,64,Foot,False,False,Off T,"[119.1, 37.3]",15.74325,2,0.043667737,0.1212935
Jamaica Women's,Khadija Monifa Shaw,Forward,"[93.1, 37.0]",27.10166,15.2731,16.52186,Regular Play,68,Foot,False,False,Saved,"[118.7, 39.1]",25.68599,2,0.030138547,0.0565916
Jamaica Women's,Drew Spence,Midfielder,"[108.9, 39.6]",11.12205,36.37596,11.33307,Regular Play,81,Head,False,False,Off T,"[118.7, 39.3]",9.80459,1,0.07443879,0.1102091
Colombia Women's,Leicy Maria Santos Herrera,Midfielder,"[111.9, 35.9]",9.21792,39.63824,11.04514,From Corner,85,Head,True,False,Post,"[119.3, 39.1]",8.06226,1,0.2922758,0.2813605
Colombia Women's,Diana Carolina Ospina García Pineda,Midfielder,"[89.7, 58.7]",35.44926,10.11513,32.6878,From Throw In,92,Foot,False,False,Off T,"[119.0, 40.7]",34.38735,1,0.007524314,0.0023441
Korea Republic Women's,Alexandra Popp,Midfielder,"[95.8, 49.5]",25.88977,15.09211,23.74034,Regular Play,1,Foot,False,False,Saved,"[118.7, 40.1]",24.75419,2,0.04655467,0.0296306
Korea Republic Women's,Casey Yu-Jin Phair,Forward,"[111.7, 44.9]",9.48947,38.40022,42.5764,From Keeper,2,Foot,False,False,Saved to Post,"[115.5, 43.6]",4.01622,2,0.4683652,0.0425171
Korea Republic Women's,So-Hyun Cho,Midfielder,"[106.1, 41.9]",13.99178,29.15746,14.03046,Regular Play,5,Foot,False,True,Goal,"[111.4, 42.2]",5.30848,1,0.4342162,0.7120508
Germany Women's,Klara Bühl,Forward,"[107.5, 28.3]",17.32772,17.69149,35.10123,Regular Play,10,Foot,False,True,Off T,"[118.1, 39.4]",15.34829,4,0.08596761,0.0106109
Germany Women's,Klara Bühl,Forward,"[110.5, 32.8]",12.10372,27.58468,14.44506,Regular Play,14,Head,False,False,Off T,"[118.0, 38.0]",9.12634,2,0.062361475,0.0568761
Korea Republic Women's,So-Yun Ji,Midfielder,"[90.0, 23.9]",34.19006,10.76001,20.2097,From Free Kick,36,Foot,False,False,Off T,"[118.8, 40.2]",33.09275,1,0.006731943,0.0544433
Germany Women's,Sara Däbritz,Midfielder,"[99.0, 33.9]",21.95359,18.1629,94.56599,From Throw In,40,Foot,False,False,Blocked,"[118.4, 40.0]",20.33642,2,0.040581703,0.0055805
Germany Women's,Alexandra Popp,Midfielder,"[112.9, 38.5]",7.32462,52.24078,7.16793,Regular Play,41,Head,False,False,Goal,"[119.2, 39.7]",6.41327,2,0.10553204,0.3139394
Germany Women's,Alexandra Popp,Midfielder,"[111.2, 42.6]",9.0956,42.89401,10.29749,From Throw In,47,Foot,False,True,Off T,"[117.2, 38.6]",7.2111,1,0.44707245,0.2139637
Germany Women's,Klara Bühl,Forward,"[98.1, 27.7]",25.26599,14.3864,267.99455,Regular Play,49,Foot,False,False,Blocked,"[117.6, 37.4]",21.77935,1,0.023295226,0.0041034
Germany Women's,Lea Schüller,Forward,"[112.1, 44.3]",8.85494,41.65196,7.01857,Regular Play,55,Foot,False,True,Wayward,"[117.5, 41.6]",6.03738,0,0.20360821,0.183872
Germany Women's,Alexandra Popp,Midfielder,"[112.4, 38.9]",7.72787,50.21607,13.48372,Regular Play,56,Head,False,False,Post,"[118.9, 39.2]",6.50692,2,0.15100108,0.1046492
Germany Women's,Alexandra Popp,Midfielder,"[108.8, 34.3]",12.7059,28.9768,25.019,From Throw In,69,Head,False,False,Saved,"[118.1, 38.4]",10.16366,1,0.07372671,0.0236249
Korea Republic Women's,Yu-Ri Choe,Forward,"[100.3, 39.4]",19.72055,21.00816,152.16239,From Free Kick,74,Foot,False,False,Blocked,"[119.4, 40.3]",19.12119,2,0.026156116,0.0014946
Korea Republic Women's,Eun-Sun Park,Defender,"[95.3, 39.9]",24.70324,16.85304,92.17077,From Free Kick,94,Foot,False,False,Blocked,"[119.5, 39.9]",24.2,0,0.07725308,0.0012428
Germany Women's,Sydney Lohmann,Forward,"[93.8, 53.1]",29.15956,12.90728,21.54048,From Free Kick,96,Foot,False,False,Off T,"[117.0, 41.7]",25.84956,2,0.021665145,0.0214859
Germany Women's,Sydney Lohmann,Forward,"[99.9, 48.6]",21.74626,17.75492,22.25314,From Throw In,97,Foot,False,False,Off T,"[118.7, 41.5]",20.09602,1,0.055924717,0.0421645
Panama Women's,Marta Alexandra Cox Villarreal,Forward,"[86.1, 36.8]",34.0802,12.19655,21.59929,From Free Kick,1,Foot,False,False,Goal,"[117.8, 40.4]",31.90376,0,0.021887723,0.2585526
France Women's,Kadidiatou Diani,Forward,"[112.3, 53.4]",15.19539,14.52803,17.54354,From Throw In,4,Foot,True,False,Off T,"[116.8, 46.0]",8.66083,1,0.08745841,0.4893496
France Women's,Selma Bacha,Midfielder,"[103.6, 30.8]",18.95284,19.14423,22.49427,Regular Play,6,Foot,False,True,Off T,"[117.6, 37.7]",15.60801,2,0.07291463,0.2191576
France Women's,Léa Le Garrec,Midfielder,"[88.9, 40.8]",31.10402,13.42056,63.53179,From Free Kick,8,Foot,False,True,Blocked,"[118.2, 40.9]",29.30017,0,0.022069052,0.0025663
France Women's,Maëlle Lakrar,Defender,"[105.9, 41.1]",14.12268,29.01893,19.2279,From Corner,9,Head,False,False,Blocked,"[119.4, 40.8]",13.50333,3,0.024325622,0.0565046
France Women's,Léa Le Garrec,Midfielder,"[96.2, 47.6]",24.89438,16.03077,24.00108,From Corner,10,Foot,False,False,Off T,"[117.6, 41.0]",22.39464,1,0.039262645,0.0084071
France Women's,Elisa De Almeida,Defender,"[113.7, 46.8]",9.05207,33.93228,13.32984,From Corner,11,Foot,False,True,Blocked,"[118.7, 42.5]",6.59469,3,0.07151454,0.0619913
France Women's,Maëlle Lakrar,Defender,"[108.0, 44.7]",12.78124,30.35917,13.51221,From Corner,12,Head,False,False,Wayward,"[118.7, 41.2]",11.25789,3,0.029250398,0.0250888
France Women's,Kadidiatou Diani,Forward,"[110.7, 42.2]",9.4921,41.58941,9.72775,From Corner,19,Head,False,False,Wayward,"[118.9, 41.3]",8.24924,5,0.10417034,0.1914807
France Women's,Maëlle Lakrar,Defender,"[110.5, 40.8]",9.51315,42.04711,17.3295,From Corner,20,Head,False,False,Goal,"[118.5, 40.0]",8.0399,3,0.06213137,0.1320423
France Women's,Kadidiatou Diani,Forward,"[109.5, 46.0]",11.94738,30.71995,14.44541,From Throw In,22,Foot,False,True,Off T,"[117.8, 43.1]",8.79204,2,0.27610973,0.0598342
Panama Women's,Wendy Yisbel Natis Bárcenas,Defender,"[108.4, 41.3]",11.64302,34.80175,7.08265,From Free Kick,26,Head,False,False,Off T,"[118.5, 40.1]",10.17104,4,0.04985918,0.0441888
France Women's,Kadidiatou Diani,Forward,"[115.3, 44.0]",5.98164,56.95062,47.5473,Regular Play,27,Foot,False,True,Blocked,"[117.3, 44.0]",2.0,1,0.12101948,0.0627348
France Women's,Kadidiatou Diani,Forward,"[115.0, 45.6]",7.28629,42.67743,14.77284,Regular Play,27,Foot,False,False,Goal,"[116.4, 44.3]",1.9105,2,0.186277,0.3910692
France Women's,Selma Bacha,Midfielder,"[96.3, 31.7]",25.2121,15.57843,20.64937,From Free Kick,32,Foot,False,False,Off T,"[119.7, 40.6]",25.03537,0,0.07612339,0.0376254
France Women's,Eve Perisset,Defender,"[111.9, 52.7]",14.81114,16.05905,16.92139,Regular Play,33,Foot,False,True,Blocked,"[118.3, 44.8]",10.1671,1,0.0629223,0.242716
France Women's,Maëlle Lakrar,Defender,"[111.4, 45.8]",10.20833,34.72947,158.92656,From Free Kick,35,Head,False,False,Blocked,"[117.3, 43.0]",6.5307,3,0.047495168,0.0040682
France Women's,Kadidiatou Diani,Forward,"[108.1, 40.1]",11.90168,34.18362,23.65321,Penalty,36,Foot,False,False,Goal,"[120, 40.3]",11.90168,0,0.7835,0.8130946
France Women's,Vicki Becho,Midfielder,"[108.3, 40.5]",11.70171,34.73282,9.56735,Regular Play,43,Head,False,False,Saved,"[118.9, 40.9]",10.60754,2,0.06280994,0.1374766
France Women's,Léa Le Garrec,Midfielder,"[86.1, 39.3]",33.91475,12.31359,25.89256,From Corner,45,Foot,False,False,Off T,"[118.6, 40.1]",32.50984,0,0.018363835,0.0101683
France Women's,Léa Le Garrec,Midfielder,"[92.4, 11.3]",40.03449,7.2443,13.9546,From Corner,49,Foot,False,False,Goal,"[117.1, 39.3]",37.33751,0,0.005434273,0.1423689
France Women's,Vicki Becho,Midfielder,"[109.5, 43.8]",11.06797,35.16327,114.36571,From Corner,48,Head,False,False,Wayward,"[119.2, 40.4]",10.27862,4,0.045592725,0.0162259
France Women's,Kadidiatou Diani,Forward,"[108.0, 40.0]",12.00375,33.90514,26.16022,Penalty,51,Foot,False,False,Goal,"[120, 40.3]",12.00375,0,0.7835,0.5167978
France Women's,Clara Mateo,Midfielder,"[97.3, 46.7]",23.58495,17.01899,16.32341,From Corner,54,Foot,False,False,Off T,"[117.8, 41.2]",21.22499,2,0.029510863,0.0555807
Panama Women's,Yomira Tibisay Pinzón Ríos,Defender,"[108.1, 40.1]",11.90168,34.18362,16.20837,Penalty,63,Foot,False,False,Goal,"[120, 40.3]",11.90168,0,0.7835,0.8954942
France Women's,Estelle Cascarino,Defender,"[97.2, 32.5]",24.0973,16.39397,21.84771,Regular Play,71,Foot,False,False,Saved,"[118.4, 39.4]",22.29462,0,0.038583133,0.0520124
France Women's,Amel Majri,Midfielder,"[110.9, 41.1]",9.1351,43.55712,8.39529,From Goal Kick,77,Foot,False,True,Off T,"[116.6, 41.1]",5.7,1,0.1977685,0.2765978
Panama Women's,Marta Alexandra Cox Villarreal,Midfielder,"[89.7, 31.6]",31.52428,12.74765,17.86423,From Free Kick,82,Foot,False,False,Off T,"[117.2, 39.8]",28.69652,0,0.03592086,0.0430676
Panama Women's,Marta Alexandra Cox Villarreal,Midfielder,"[93.3, 41.7]",26.73668,15.56926,18.11987,From Free Kick,84,Foot,False,True,Off T,"[118.8, 40.3]",25.5384,2,0.03063595,0.01047
Panama Women's,Lineth Cedeno,Forward,"[115.1, 40.5]",4.90408,73.45623,8.32416,From Free Kick,86,Head,True,False,Goal,"[118.4, 41.2]",3.37343,2,0.5051404,0.7909534
France Women's,Amel Majri,Midfielder,"[91.7, 33.1]",29.20154,13.86408,19.74359,From Throw In,92,Foot,False,False,Off T,"[118.3, 39.7]",27.40657,2,0.033017073,0.0211573
France Women's,Vicki Becho,Forward,"[111.9, 47.2]",10.64049,30.70874,9.72027,Regular Play,99,Foot,False,True,Goal,"[118.5, 43.1]",7.76981,1,0.058030862,0.1994465
Zambia Women's,Lushomo Mweemba,Defender,"[110.7, 45.3]",10.55888,34.76005,10.92496,From Corner,2,Foot,False,True,Goal,"[118.2, 41.4]",8.4534,3,0.06434603,0.2811383
Zambia Women's,Racheal Kundananji,Midfielder,"[99.6, 25.3]",25.32114,13.38043,22.44521,From Free Kick,7,Foot,False,False,Saved,"[119.4, 39.8]",24.5416,0,0.051608555,0.0753022
Zambia Women's,Racheal Kundananji,Midfielder,"[106.3, 40.3]",13.7,29.91489,41.14435,Regular Play,19,Foot,False,True,Blocked,"[118.2, 41.4]",11.95073,2,0.067810774,0.0324434
Zambia Women's,Avell Chitundu,Midfielder,"[109.2, 34.9]",12.07477,30.84057,18.23716,From Throw In,25,Head,False,False,Off T,"[118.6, 41.8]",11.66062,1,0.11523517,0.090097
Zambia Women's,Barbra Banda,Forward,"[108.1, 40.1]",11.90168,34.18362,24.51225,Penalty,30,Foot,False,False,Goal,"[120, 40.3]",11.90168,0,0.7835,0.6260874
Zambia Women's,Hellen Nga''ndwe Chanda,Midfielder,"[95.8, 42.6]",24.30905,17.05206,13.13337,Regular Play,32,Foot,False,True,Off T,"[118.7, 39.3]",23.13655,0,0.054562517,0.0317883
Zambia Women's,Susan Banda,Midfielder,"[95.2, 38.4]",24.87268,16.69574,13.95335,From Free Kick,36,Foot,False,True,Off T,"[118.9, 39.7]",23.73563,1,0.02271557,0.0069518
Costa Rica Women's,María Paula Coto González,Defender,"[116.4, 34.2]",7.08308,35.62483,14.33802,From Free Kick,40,Head,True,False,Post,"[117.0, 38.7]",4.53982,3,0.1690083,0.0291395
Costa Rica Women's,Sheika Daleicha Scott Richardson,Forward,"[115.2, 50.6]",11.36354,16.88785,47.02615,From Free Kick,40,Foot,False,False,Blocked,"[119.2, 43.2]",8.4119,4,0.06385496,0.0009695
Costa Rica Women's,María Paula Coto González,Defender,"[114.7, 35.1]",7.42496,42.91031,14.31428,From Free Kick,40,Head,False,False,Blocked,"[119.2, 37.8]",5.24786,4,0.1361605,0.0198239
Costa Rica Women's,Fabiola Villalobos Morales,Defender,"[107.4, 41.2]",12.6321,32.25079,15.87573,From Free Kick,40,Foot,False,True,Off T,"[119.2, 39.1]",11.98541,1,0.0770806,0.031303
Costa Rica Women's,Fabiola Villalobos Morales,Defender,"[112.9, 35.6]",8.51469,41.32599,12.18569,From Free Kick,42,Head,True,False,Off T,"[118.4, 38.2]",6.08358,1,0.19961101,0.0648942
Costa Rica Women's,Valeria del Campo Gutiérrez,Defender,"[113.3, 37.8]",7.15122,52.41802,21.49379,From Free Kick,48,Foot,False,False,Saved,"[117.0, 38.5]",3.76563,3,0.28445432,0.0962944
Costa Rica Women's,María Paula Coto González,Defender,"[107.9, 38.1]",12.29837,32.72091,5.87051,From Corner,46,Head,False,False,Wayward,"[119.2, 39.0]",11.33578,4,0.04560218,0.0183652
Costa Rica Women's,Melissa Herrera Monge,Forward,"[117.2, 41.4]",3.00832,101.97068,3.19441,From Corner,46,Other,True,False,Goal,"[118.5, 44.3]",3.17805,3,0.88035095,0.5048636
Costa Rica Women's,Fabiola Villalobos Morales,Defender,"[103.0, 32.4]",18.74593,20.21118,128.6744,From Corner,49,Foot,False,False,Blocked,"[118.6, 37.9]",16.54116,3,0.041956,0.0067537
Costa Rica Women's,Sheika Daleicha Scott Richardson,Forward,"[100.5, 38.9]",19.55019,21.15763,12.94273,From Corner,49,Foot,False,False,Off T,"[118.7, 40.1]",18.23952,3,0.05914079,0.163319
Costa Rica Women's,Fabiola Villalobos Morales,Defender,"[117.9, 29.5]",11.00227,8.12635,28.5393,From Free Kick,60,Head,True,False,Saved,"[118.1, 36.2]",6.70298,1,0.016361924,0.0179908
Costa Rica Women's,Raquel Rodriguez,Midfielder,"[108.8, 37.9]",11.45426,34.83534,6.71638,From Free Kick,74,Head,False,False,Off T,"[118.4, 38.7]",9.63328,4,0.078393824,0.0319478
Costa Rica Women's,María Paula Salas,Forward,"[99.3, 46.0]",21.47044,18.70288,13.8055,From Throw In,76,Foot,False,False,Off T,"[117.2, 40.7]",18.66815,4,0.034315873,0.0488959
Costa Rica Women's,Valeria del Campo Gutiérrez,Defender,"[108.2, 46.5]",13.32967,27.7341,22.2499,Regular Play,77,Foot,False,True,Off T,"[118.1, 42.1]",10.83374,1,0.10907777,0.1031448
Zambia Women's,Barbra Banda,Forward,"[102.9, 19.5]",26.92675,9.97565,27.22054,From Goal Kick,77,Foot,False,False,Off T,"[118.3, 37.6]",23.76489,1,0.010387545,0.0127259
Zambia Women's,Barbra Banda,Forward,"[106.6, 34.7]",14.52309,26.40839,288.21945,From Goal Kick,82,Head,False,False,Blocked,"[119.0, 39.7]",13.37012,1,0.03167741,0.0078054
Zambia Women's,Racheal Kundananji,Midfielder,"[110.1, 26.9]",16.66043,15.33996,31.06904,From Throw In,85,Foot,False,False,Saved,"[119.0, 36.6]",13.16435,3,0.06007659,0.0050636
Zambia Women's,Barbra Banda,Forward,"[110.5, 28.0]",15.54156,16.95159,28.93052,From Counter,87,Foot,False,False,Saved,"[118.7, 36.5]",11.81059,1,0.06852139,0.0987433
Zambia Women's,Racheal Kundananji,Midfielder,"[113.6, 29.7]",12.38225,18.51103,67.3633,From Counter,87,Foot,False,False,Saved,"[116.5, 33.8]",5.02195,2,0.11434752,0.0202302
Zambia Women's,Martha Tembo,Defender,"[94.3, 27.6]",28.66671,13.10047,20.89768,From Counter,90,Foot,False,False,Off T,"[117.5, 39.7]",26.16582,0,0.026659613,0.1852697
Zambia Women's,Racheal Kundananji,Midfielder,"[109.4, 32.5]",13.16055,25.89859,18.87621,From Throw In,92,Foot,True,False,Goal,"[114.8, 36.2]",6.54599,1,0.4077917,0.400009
Costa Rica Women's,Melissa Herrera Monge,Forward,"[108.5, 35.4]",12.5004,30.50787,4.8223,From Throw In,97,Head,False,False,Wayward,"[118.6, 39.1]",10.75639,2,0.045197472,0.0152991
Costa Rica Women's,Melissa Herrera Monge,Forward,"[109.7, 36.9]",10.84666,35.87417,85.05383,From Throw In,97,Foot,False,False,Blocked,"[118.9, 38.5]",9.33809,4,0.058903355,0.0046407
Zambia Women's,Barbra Banda,Forward,"[96.1, 49.4]",25.57381,15.27445,42.90073,From Counter,100,Foot,False,True,Saved,"[111.2, 44.0]",16.03652,2,0.06914556,0.0042091
Canada Women's,Christine Margaret Sinclair,Midfielder,"[101.1, 35.4]",19.52486,20.61254,17.73744,Regular Play,8,Foot,False,False,Off T,"[118.1, 40.4]",17.72005,2,0.07609821,0.1758584
Canada Women's,Kadeisha Buchanan,Defender,"[107.5, 40.4]",12.5004,32.63824,21.52036,From Corner,14,Foot,False,True,Blocked,"[118.9, 41.0]",11.41578,1,0.057931423,0.0840125
Canada Women's,Rebecca Quinn,Midfielder,"[101.4, 45.4]",19.28652,20.79195,154.40704,From Corner,14,Foot,False,True,Blocked,"[118.5, 41.4]",17.56161,1,0.028515492,0.0063953
Nigeria Women's,Ifeoma Onumonu,Midfielder,"[94.5, 32.1]",26.786,14.84793,26.85146,Regular Play,22,Foot,False,False,Saved,"[118.0, 39.2]",24.54913,1,0.028312987,0.0316071
New Zealand Women's,Elizabeth Doon Hassett,Midfielder,"[102.8, 40.1]",17.20116,24.02265,2113.94371,From Throw In,4,Foot,False,False,Blocked,"[118.9, 39.8]",16.10279,3,0.054929353,0.0161968
Canada Women's,Jordyn Pamela Huitema,Forward,"[110.4, 40.7]",9.60833,41.68094,10.55098,From Free Kick,28,Head,False,False,Off T,"[118.7, 40.9]",8.30241,2,0.080710135,0.0646968
New Zealand Women's,Malia Grace Steinmetz,Midfielder,"[105.8, 36.5]",14.69966,27.15042,14.21904,From Corner,5,Head,False,False,Blocked,"[119.1, 38.3]",13.42125,3,0.029248098,0.1824744
Canada Women's,Julia Angela Grosso,Midfielder,"[90.4, 35.1]",30.05329,13.68548,195.97075,From Throw In,31,Foot,False,False,Blocked,"[118.5, 38.8]",28.34255,1,0.01231478,0.0023949
New Zealand Women's,Indiah-Paige Janita Riley,Forward,"[114.8, 37.2]",6.05392,58.57803,15.19791,From Corner,5,Foot,False,False,Off T,"[119.4, 38.1]",4.68722,4,0.16151598,0.1681948
Nigeria Women's,Ifeoma Onumonu,Midfielder,"[100.2, 20.4]",28.07223,10.59738,191.75282,Regular Play,31,Foot,False,False,Blocked,"[117.6, 37.2]",24.18677,2,0.009076941,0.0077886
New Zealand Women's,Hannah Wilkinson,Forward,"[106.7, 47.7]",15.22005,24.04005,25.42659,From Throw In,9,Foot,False,True,Off T,"[119.1, 41.9]",13.68941,1,0.0602976,0.0229236
Nigeria Women's,Ifeoma Onumonu,Midfielder,"[107.8, 44.9]",13.0384,29.69404,145.23581,From Corner,32,Head,False,False,Blocked,"[119.2, 41.7]",11.84061,2,0.030155918,0.0085175
New Zealand Women's,Catherine Joan Bott,Defender,"[89.1, 47.7]",31.77373,12.79249,240.5224,From Throw In,19,Foot,False,False,Blocked,"[118.5, 41.1]",30.13171,1,0.017228466,0.0032407
Nigeria Women's,Deborah Ajibola Abiodun,Midfielder,"[94.5, 31.7]",26.91115,14.71367,21.77519,From Corner,33,Foot,False,False,Off T,"[118.8, 39.2]",25.43108,0,0.02263294,0.1084244
Philippines Women's,Sarina Isabel Calpo Bolden,Forward,"[114.9, 39.8]",5.12445,70.98633,4.5827,From Free Kick,23,Head,False,False,Goal,"[118.8, 40.0]",3.90512,3,0.16776325,0.7752952
Nigeria Women's,Asisat Lamina Oshoala,Forward,"[117.3, 25.1]",15.43794,5.02143,41.49493,From Counter,35,Foot,False,True,Wayward,"[110.0, 22.6]",7.71622,0,0.07356812,0.0176901
New Zealand Women's,Jacqueline Anne Hand,Forward,"[114.7, 51.4]",12.30041,15.71264,5.65668,From Throw In,33,Foot,False,True,Wayward,"[119.5, 40.9]",11.54513,0,0.09394339,0.0166212
