driverId,raceId,milliseconds,year,name,driverRef,constructorId,constructorRef,rank
830,1114,102989.07547169812,2023,Japanese Grand Prix,max_verstappen,9.0,red_bull,1.0
846,1114,103354.8679245283,2023,Japanese Grand Prix,norris,1.0,mclaren,2.0
857,1114,103677.64150943396,2023,Japanese Grand Prix,piastri,1.0,mclaren,3.0
844,1114,103819.22641509434,2023,Japanese Grand Prix,leclerc,6.0,ferrari,4.0
1,1114,103920.69811320755,2023,Japanese Grand Prix,hamilton,131.0,mercedes,5.0
832,1114,103936.64150943396,2023,Japanese Grand Prix,sainz,6.0,ferrari,6.0
847,1114,104076.98113207547,2023,Japanese Grand Prix,russell,131.0,mercedes,7.0
4,1114,104398.98113207547,2023,Japanese Grand Prix,alonso,117.0,aston_martin,8.0
839,1114,104492.43396226416,2023,Japanese Grand Prix,ocon,214.0,alpine,9.0
842,1114,104558.03773584905,2023,Japanese Grand Prix,gasly,214.0,alpine,10.0
859,1114,105029.03846153847,2023,Japanese Grand Prix,lawson,213.0,alphatauri,11.0
852,1114,105046.05769230769,2023,Japanese Grand Prix,tsunoda,213.0,alphatauri,12.0
855,1114,105091.55769230769,2023,Japanese Grand Prix,zhou,51.0,alfa,13.0
807,1114,105154.21153846153,2023,Japanese Grand Prix,hulkenberg,210.0,haas,14.0
825,1114,105538.28846153847,2023,Japanese Grand Prix,kevin_magnussen,210.0,haas,15.0
848,1114,111964.5,2023,Japanese Grand Prix,albon,3.0,williams,16.0
840,1114,113665.15,2023,Japanese Grand Prix,stroll,117.0,aston_martin,17.0
