qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
9699,1101,846,1,4,7,01:42:02,01:41:05,01:41:03
9700,1101,852,213,22,8,01:42:02,01:41:06,01:41:06
9701,1101,840,117,18,9,01:42:05,01:41:06,01:41:06
9702,1101,857,1,81,10,01:42:05,01:41:06,01:41:06
9703,1101,847,131,63,11,01:42:01,01:41:07,00:00:00
9704,1101,839,214,31,12,01:42:06,01:41:08,00:00:00
9705,1101,848,3,23,13,01:42:02,01:41:08,00:00:00
9706,1101,822,51,77,14,01:42:06,01:42:03,00:00:00
9707,1101,858,3,2,15,01:42:02,01:42:04,00:00:00
9708,1101,855,51,24,16,01:42:06,00:00:00,00:00:00
9709,1101,807,210,27,17,01:42:08,00:00:00,00:00:00
9710,1101,825,210,20,18,01:43:04,00:00:00,00:00:00
9711,1101,842,214,10,19,01:44:09,00:00:00,00:00:00
9712,1101,856,213,21,20,00:00:00,00:00:00,00:00:00
9713,1102,815,9,11,1,01:27:07,01:27:03,01:26:08
9714,1102,4,117,14,2,01:28:02,01:27:01,01:27:02
9715,1102,832,6,55,3,01:27:07,01:27:01,01:27:03
9716,1102,825,210,20,4,01:27:08,01:27:07,01:27:08
9717,1102,842,214,10,5,01:28:01,01:27:06,01:27:08
9718,1102,847,131,63,6,01:28:01,01:27:07,01:27:08
9719,1102,844,6,16,7,01:27:07,01:27:00,01:27:09
9720,1102,839,214,31,8,01:27:09,01:27:04,01:27:09
9721,1102,830,9,1,9,01:27:04,01:26:08,00:00:00
9722,1102,822,51,77,10,01:27:09,01:27:06,00:00:00
9723,1102,848,3,23,11,01:28:02,01:27:08,00:00:00
9724,1102,807,210,27,12,01:27:09,01:27:09,00:00:00
9725,1102,1,131,44,13,01:27:08,01:28:00,00:00:00
9726,1102,855,51,24,14,01:28:02,01:28:01,00:00:00
9727,1102,856,213,21,15,01:28:03,01:28:04,00:00:00
9728,1102,846,1,4,16,01:28:04,00:00:00,00:00:00
9729,1102,852,213,22,17,01:28:04,00:00:00,00:00:00
9730,1102,840,117,18,18,01:28:05,00:00:00,00:00:00
9731,1102,857,1,81,19,01:28:05,00:00:00,00:00:00
9732,1102,858,3,2,20,01:28:06,00:00:00,00:00:00
9733,1104,830,9,1,1,01:12:04,01:11:09,01:11:04
9734,1104,4,117,14,2,01:12:09,01:12:01,01:11:04
9735,1104,844,6,16,3,01:12:09,01:12:01,01:11:05
9736,1104,839,214,31,4,01:13:00,01:12:02,01:11:06
9737,1104,832,6,55,5,01:12:07,01:12:02,01:11:06
9738,1104,1,131,44,6,01:12:09,01:12:02,01:11:07
9739,1104,842,214,10,7,01:13:00,01:12:02,01:11:09
9740,1104,847,131,63,8,01:12:08,01:12:02,01:12:00
9741,1104,852,213,22,9,01:12:06,01:12:02,01:12:01
9742,1104,846,1,4,10,01:12:09,01:12:04,01:12:03
9743,1104,857,1,81,11,01:13:00,01:12:04,00:00:00
9744,1104,856,213,21,12,01:13:01,01:12:04,00:00:00
9745,1104,848,3,23,13,01:12:07,01:12:05,00:00:00
9746,1104,840,117,18,14,01:12:07,01:12:06,00:00:00
9747,1104,822,51,77,15,01:13:00,01:12:06,00:00:00
9748,1104,858,3,2,16,01:13:01,00:00:00,00:00:00
9749,1104,825,210,20,17,01:13:03,00:00:00,00:00:00
9750,1104,807,210,27,18,01:13:03,00:00:00,00:00:00
9751,1104,855,51,24,19,01:13:05,00:00:00,00:00:00
9752,1104,815,9,11,20,01:13:09,00:00:00,00:00:00
9753,1105,830,9,1,1,01:13:06,01:12:08,01:12:03
9754,1105,832,6,55,2,01:13:04,01:12:08,01:12:07
9755,1105,846,1,4,3,01:13:03,01:12:08,01:12:08
9756,1105,842,214,10,4,01:13:05,01:13:02,01:12:08
9757,1105,1,131,44,5,01:12:09,01:13:00,01:12:08
9758,1105,840,117,18,6,01:13:08,01:13:01,01:13:00
9759,1105,839,214,31,7,01:13:04,01:13:00,01:13:01
9760,1105,807,210,27,8,01:13:04,01:13:03,01:13:02
9761,1105,4,117,14,9,01:13:07,01:13:01,01:13:05
9762,1105,857,1,81,10,01:13:07,01:13:01,01:13:07
9763,1105,815,9,11,11,01:13:09,01:13:03,00:00:00
9764,1105,847,131,63,12,01:13:03,01:13:04,00:00:00
9765,1105,855,51,24,13,01:13:07,01:13:05,00:00:00
9766,1105,856,213,21,14,01:13:06,01:14:01,00:00:00
9767,1105,852,213,22,15,01:13:09,01:14:05,00:00:00
9768,1105,822,51,77,16,01:14:00,00:00:00,00:00:00
9769,1105,825,210,20,17,01:14:00,00:00:00,00:00:00
9770,1105,848,3,23,18,01:14:01,00:00:00,00:00:00
9771,1105,844,6,16,19,01:14:01,00:00:00,00:00:00
9772,1105,858,3,2,20,01:14:07,00:00:00,00:00:00
9773,1106,830,9,1,1,01:20:09,01:19:01,01:25:09
9774,1106,807,210,27,2,01:22:07,01:20:03,01:27:01
9775,1106,4,117,14,3,01:21:05,01:19:08,01:27:03
9776,1106,1,131,44,4,01:21:06,01:20:04,01:27:06
9777,1106,847,131,63,5,01:21:08,01:20:01,01:27:09
9778,1106,839,214,31,6,01:22:01,01:20:04,01:27:09
9779,1106,846,1,4,7,01:22:00,01:19:03,01:28:00
9780,1106,832,6,55,8,01:22:02,01:19:09,01:29:03
9781,1106,857,1,81,9,01:22:02,01:19:07,01:31:03
9782,1106,848,3,23,10,01:21:09,01:18:07,00:00:00
9783,1106,844,6,16,11,01:21:08,01:20:06,00:00:00
9784,1106,815,9,11,12,01:22:02,01:21:00,00:00:00
9785,1106,840,117,18,13,01:22:07,01:21:05,00:00:00
9786,1106,825,210,20,14,01:22:04,01:21:07,00:00:00
9787,1106,822,51,77,15,01:22:03,01:21:08,00:00:00
9788,1106,852,213,22,16,01:22:07,00:00:00,00:00:00
9789,1106,842,214,10,17,01:22:09,00:00:00,00:00:00
9790,1106,856,213,21,18,01:23:01,00:00:00,00:00:00
9791,1106,858,3,2,19,01:23:03,00:00:00,00:00:00
9792,1106,855,51,24,20,01:23:03,00:00:00,00:00:00
9793,1107,830,9,1,1,01:05:01,01:05:00,01:04:04
9794,1107,844,6,16,2,01:05:06,01:05:01,01:04:04
9795,1107,832,6,55,3,01:05:03,01:05:00,01:04:06
9796,1107,846,1,4,4,01:05:06,01:05:00,01:04:07
9797,1107,1,131,44,5,01:05:07,01:05:02,01:04:08
9798,1107,840,117,18,6,01:05:07,01:05:01,01:04:09
9799,1107,4,117,14,7,01:05:07,01:05:02,01:04:09
9800,1107,807,210,27,8,01:05:07,01:05:04,01:05:01
9801,1107,842,214,10,9,01:05:05,01:05:03,01:05:02
9802,1107,848,3,23,10,01:05:07,01:05:04,01:05:08
9803,1107,847,131,63,11,01:05:07,01:05:04,00:00:00
9804,1107,839,214,31,12,01:05:07,01:05:05,00:00:00
9805,1107,857,1,81,13,01:05:07,01:05:06,00:00:00
9806,1107,822,51,77,14,01:05:08,01:05:07,00:00:00
9807,1107,815,9,11,15,01:05:02,02:06:07,00:00:00
9808,1107,852,213,22,16,01:05:08,00:00:00,00:00:00
9809,1107,855,51,24,17,01:05:08,00:00:00,00:00:00
9810,1107,858,3,2,18,01:05:09,00:00:00,00:00:00
9811,1107,825,210,20,19,01:06:00,00:00:00,00:00:00
9812,1107,856,213,21,20,01:06:00,00:00:00,00:00:00
9813,1108,830,9,1,1,01:29:04,01:27:07,01:26:07
9814,1108,846,1,4,2,01:28:09,01:28:00,01:27:00
9815,1108,857,1,81,3,01:29:09,01:27:08,01:27:01
9816,1108,844,6,16,4,01:29:01,01:28:04,01:27:01
9817,1108,832,6,55,5,01:29:09,01:28:03,01:27:01
9818,1108,847,131,63,6,01:29:04,01:28:08,01:27:02
9819,1108,1,131,44,7,01:29:04,01:28:05,01:27:02
9820,1108,848,3,23,8,01:29:05,01:28:01,01:27:05
9821,1108,4,117,14,9,01:29:09,01:28:04,01:27:07
9822,1108,842,214,10,10,01:29:05,01:28:08,01:27:07
9823,1108,807,210,27,11,01:29:06,01:28:09,00:00:00
9824,1108,840,117,18,12,01:29:04,01:28:09,00:00:00
9825,1108,839,214,31,13,01:29:07,01:29:00,00:00:00
9826,1108,858,3,2,14,01:29:09,01:29:00,00:00:00
9827,1108,822,51,77,15,01:29:08,00:00:00,00:00:00
9828,1108,815,9,11,16,01:30:00,00:00:00,00:00:00
9829,1108,852,213,22,17,01:30:00,00:00:00,00:00:00
9830,1108,855,51,24,18,01:30:01,00:00:00,00:00:00
9831,1108,856,213,21,19,01:30:05,00:00:00,00:00:00
9832,1108,825,210,20,20,01:32:04,00:00:00,00:00:00
9833,1109,1,131,44,1,01:18:06,01:17:04,01:16:06
9834,1109,830,9,1,2,01:18:03,01:17:05,01:16:06
9835,1109,846,1,4,3,01:18:07,01:17:03,01:16:07
9836,1109,857,1,81,4,01:18:05,01:17:06,01:16:09
9837,1109,855,51,24,5,01:18:01,01:17:07,01:17:00
9838,1109,844,6,16,6,01:18:04,01:17:06,01:17:00
9839,1109,822,51,77,7,01:18:08,01:17:06,01:17:00
9840,1109,4,117,14,8,01:18:06,01:17:07,01:17:00
9841,1109,815,9,11,9,01:18:04,01:17:07,01:17:00
9842,1109,807,210,27,10,01:18:07,01:17:07,01:17:02
9843,1109,832,6,55,11,01:18:04,01:17:07,00:00:00
9844,1109,839,214,31,12,01:18:09,01:17:08,00:00:00
9845,1109,817,213,3,13,01:18:09,01:18:00,00:00:00
9846,1109,840,117,18,14,01:18:08,01:18:01,00:00:00
9847,1109,842,214,10,15,01:18:07,01:18:02,00:00:00
9848,1109,848,3,23,16,01:18:09,00:00:00,00:00:00
9849,1109,852,213,22,17,01:18:09,00:00:00,00:00:00
9850,1109,847,131,63,18,01:19:00,00:00:00,00:00:00
9851,1109,825,210,20,19,01:19:02,00:00:00,00:00:00
9852,1109,858,3,2,20,01:19:02,00:00:00,00:00:00
9853,1110,830,9,1,1,01:58:05,01:52:08,01:46:02
9854,1110,844,6,16,2,01:58:03,01:52:00,01:47:00
9855,1110,815,9,11,3,01:58:09,01:52:04,01:47:00
9856,1110,1,131,44,4,01:58:06,01:52:03,01:47:01
9857,1110,832,6,55,5,01:58:07,01:51:07,01:47:02
9858,1110,857,1,81,6,01:58:09,01:51:05,01:47:04
9859,1110,846,1,4,7,02:00:00,01:52:03,01:47:07
9860,1110,847,131,63,8,01:59:00,01:52:06,01:47:08
9861,1110,4,117,14,9,01:58:08,01:52:08,01:47:08
9862,1110,840,117,18,10,01:59:07,01:52:02,01:48:08
9863,1110,852,213,22,11,01:59:00,01:53:01,00:00:00
9864,1110,842,214,10,12,01:59:05,01:53:07,00:00:00
9865,1110,825,210,20,13,02:00:00,01:54:02,00:00:00
9866,1110,822,51,77,14,01:59:05,01:54:07,00:00:00
9867,1110,839,214,31,15,01:59:06,01:56:04,00:00:00
9868,1110,848,3,23,16,02:00:03,00:00:00,00:00:00
9869,1110,855,51,24,17,02:00:08,00:00:00,00:00:00
9870,1110,858,3,2,18,02:01:05,00:00:00,00:00:00
9871,1110,817,213,3,19,02:02:02,00:00:00,00:00:00
9872,1110,807,210,27,20,02:03:02,00:00:00,00:00:00
9873,1111,830,9,1,1,01:21:00,01:18:09,01:10:06
9874,1111,846,1,4,2,01:21:03,01:19:08,01:11:01
9875,1111,847,131,63,3,01:21:03,01:19:06,01:11:03
9876,1111,848,3,23,4,01:20:09,01:19:04,01:11:04
9877,1111,4,117,14,5,01:21:08,01:19:04,01:11:05
9878,1111,832,6,55,6,01:21:03,01:19:09,01:11:08
9879,1111,815,9,11,7,01:22:00,01:19:09,01:11:09
9880,1111,857,1,81,8,01:21:02,01:19:04,01:11:09
9881,1111,844,6,16,9,01:22:00,01:19:06,01:12:07
9882,1111,858,3,2,10,01:22:00,01:20:01,01:16:07
9883,1111,840,117,18,11,01:21:06,01:20:01,00:00:00
9884,1111,842,214,10,12,01:21:07,01:20:01,00:00:00
9885,1111,1,131,44,13,01:21:09,01:20:02,00:00:00
9886,1111,852,213,22,14,01:21:08,01:20:02,00:00:00
9887,1111,807,210,27,15,01:21:09,01:20:03,00:00:00
9888,1111,855,51,24,16,01:22:01,00:00:00,00:00:00
9889,1111,839,214,31,17,01:22:01,00:00:00,00:00:00
9890,1111,825,210,20,18,01:22:02,00:00:00,00:00:00
9891,1111,822,51,77,19,01:22:03,00:00:00,00:00:00
9892,1111,859,213,40,20,01:23:04,00:00:00,00:00:00
9893,1112,832,6,55,1,01:22:00,01:21:00,01:20:03
9894,1112,830,9,1,2,01:21:06,01:20:09,01:20:03
9895,1112,844,6,16,3,01:21:08,01:21:00,01:20:04
9896,1112,847,131,63,4,01:22:01,01:21:04,01:20:07
9897,1112,815,9,11,5,01:21:09,01:21:02,01:20:07
9898,1112,848,3,23,6,01:21:07,01:21:03,01:20:08
9899,1112,857,1,81,7,01:22:01,01:21:05,01:20:08
9900,1112,1,131,44,8,01:22:00,01:21:04,01:20:08
9901,1112,846,1,4,9,01:22:00,01:21:06,01:21:00
9902,1112,4,117,14,10,01:22:00,01:21:05,01:21:04
9903,1112,852,213,22,11,01:21:09,01:21:06,00:00:00
9904,1112,859,213,40,12,01:22:01,01:21:08,00:00:00
9905,1112,807,210,27,13,01:22:03,01:21:08,00:00:00
9906,1112,822,51,77,14,01:22:02,01:21:09,00:00:00
9907,1112,858,3,2,15,01:21:09,01:21:09,00:00:00
9908,1112,855,51,24,16,01:22:04,00:00:00,00:00:00
9909,1112,842,214,10,17,01:22:05,00:00:00,00:00:00
9910,1112,839,214,31,18,01:22:05,00:00:00,00:00:00
9911,1112,825,210,20,19,01:22:06,00:00:00,00:00:00
9912,1112,840,117,18,20,01:22:09,00:00:00,00:00:00
9913,1113,832,6,55,1,01:32:03,01:31:04,01:31:00
9914,1113,847,131,63,2,01:32:03,01:31:07,01:31:01
9915,1113,844,6,16,3,01:32:04,01:32:00,01:31:01
9916,1113,846,1,4,4,01:32:05,01:32:00,01:31:03
9917,1113,1,131,44,5,01:32:07,01:32:00,01:31:05
9918,1113,825,210,20,6,01:32:02,01:31:09,01:31:06
9919,1113,4,117,14,7,01:32:06,01:31:08,01:31:06
9920,1113,839,214,31,8,01:32:04,01:32:01,01:31:07
9921,1113,807,210,27,9,01:32:01,01:32:00,01:31:08
9922,1113,859,213,40,10,01:32:02,01:32:02,01:32:03
