raceId,adjusted_avg_laptime,year,DPS,driverRef,driverId,constructorRef,rank,inverse_adjustment_factor,avg_laptime,name
1114,103210.1545,2023,16,russell,847,mercedes,5,0.991671294,104076.9811,Japanese Grand Prix
1114,103413.9087,2023,15,leclerc,844,ferrari,6,0.996095929,103819.2264,Japanese Grand Prix
1114,103445.9596,2023,14,piastri,857,mclaren,7,0.997765363,103677.6415,Japanese Grand Prix
1114,103449.8265,2023,13,ocon,839,alpine,8,0.990022173,104492.434,Japanese Grand Prix
1114,103514.7757,2023,12,gasly,842,alpine,9,0.990022173,104558.0377,Japanese Grand Prix
1114,103526.4876,2023,11,zhou,855,alfa,10,0.985107557,105091.5577,Japanese Grand Prix
1114,103530.8654,2023,10,sainz,832,ferrari,11,0.996095929,103936.6415,Japanese Grand Prix
1114,103702.6073,2023,9,hulkenberg,807,haas,12,0.986195472,105154.2115,Japanese Grand Prix
1114,104067.6076,2023,8,lawson,859,alphatauri,13,0.990846047,105029.0385,Japanese Grand Prix
1114,104081.3822,2023,7,kevin_magnussen,825,haas,14,0.986195472,105538.2885,Japanese Grand Prix
1114,104084.471,2023,6,tsunoda,852,alphatauri,15,0.990846047,105046.0577,Japanese Grand Prix
1114,110908.817,2023,5,albon,848,williams,16,0.99057127,111964.5,Japanese Grand Prix
1114,112065.1161,2023,4,stroll,840,aston_martin,17,0.985923268,113665.15,Japanese Grand Prix
1114,114796.9893,2023,3,sargeant,858,williams,18,0.99057127,115889.6818,Japanese Grand Prix
